strut_id,midpoint_surface_gap_mm,x0_json,y0_json,z0_json,x1_json,y1_json,z1_json,x0_stl_mm,y0_stl_mm,z0_stl_mm,x1_stl_mm,y1_stl_mm,z1_stl_mm
2921,1.183752,4.000,8.000,2.000,3.000,9.000,2.000,-11.400,-2.280,-15.960,-13.680,0.000,-15.960
2929,1.188299,4.000,8.000,2.000,3.000,8.000,3.000,-11.400,-2.280,-15.960,-13.680,-2.280,-13.680
2944,1.187230,4.000,8.000,2.000,5.000,9.000,2.000,-11.400,-2.280,-15.960,-9.120,0.000,-15.960
2948,1.186168,4.000,8.000,2.000,4.000,9.000,3.000,-11.400,-2.280,-15.960,-11.400,0.000,-13.680
2952,1.179806,4.000,8.000,2.000,5.000,8.000,3.000,-11.400,-2.280,-15.960,-9.120,-2.280,-13.680
3231,1.183592,9.000,10.000,3.000,9.000,11.000,2.000,0.000,2.280,-13.680,0.000,4.560,-15.960
3710,1.180879,12.000,14.000,4.000,13.000,14.000,3.000,6.840,11.400,-11.400,9.120,11.400,-13.680
3820,1.186386,2.000,17.000,3.000,3.000,17.000,4.000,-15.960,18.240,-13.680,-13.680,18.240,-11.400
3892,1.187028,8.000,16.000,2.000,8.000,17.000,3.000,-2.280,15.960,-15.960,-2.280,18.240,-13.680
4102,1.186498,5.000,2.000,5.000,5.000,1.000,6.000,-9.120,-15.960,-9.120,-9.120,-18.240,-6.840
4281,1.182369,2.000,4.000,4.000,2.000,3.000,5.000,-15.960,-11.400,-11.400,-15.960,-13.680,-9.120
4660,1.178947,15.000,4.000,5.000,16.000,5.000,5.000,13.680,-11.400,-9.120,15.960,-9.120,-9.120
4925,1.183287,0.000,9.000,5.000,1.000,9.000,4.000,-20.520,0.000,-9.120,-18.240,0.000,-11.400
5306,1.187986,14.000,12.000,6.000,14.000,11.000,5.000,11.400,6.840,-6.840,11.400,4.560,-9.120
6301,1.185930,4.000,2.000,6.000,3.000,2.000,7.000,-11.400,-15.960,-6.840,-13.680,-15.960,-4.560
6320,1.187727,4.000,2.000,6.000,4.000,3.000,7.000,-11.400,-15.960,-6.840,-11.400,-13.680,-4.560
6565,1.181645,6.000,6.000,6.000,6.000,5.000,7.000,-6.840,-6.840,-6.840,-6.840,-9.120,-4.560
6676,1.186485,15.000,4.000,7.000,16.000,5.000,7.000,13.680,-11.400,-4.560,15.960,-9.120,-4.560
6997,1.187985,5.000,8.000,7.000,5.000,9.000,8.000,-9.120,-2.280,-4.560,-9.120,0.000,-2.280
7022,1.180971,7.000,10.000,7.000,7.000,9.000,8.000,-4.560,2.280,-4.560,-4.560,0.000,-2.280
7041,1.188291,10.000,9.000,7.000,9.000,10.000,7.000,2.280,0.000,-4.560,0.000,2.280,-4.560
7297,1.187687,12.000,12.000,6.000,12.000,11.000,7.000,6.840,6.840,-6.840,6.840,4.560,-4.560
7510,1.188070,11.000,14.000,7.000,11.000,13.000,8.000,4.560,11.400,-4.560,4.560,9.120,-2.280
7672,1.187480,6.000,15.000,7.000,7.000,15.000,8.000,-6.840,13.680,-4.560,-4.560,13.680,-2.280
7828,1.184024,2.000,17.000,7.000,1.000,17.000,6.000,-15.960,18.240,-4.560,-18.240,18.240,-6.840
8137,1.186417,8.000,0.000,8.000,7.000,1.000,8.000,-2.280,-20.520,-2.280,-4.560,-18.240,-2.280
8641,1.183618,12.000,5.000,9.000,11.000,6.000,9.000,6.840,-9.120,0.000,4.560,-6.840,0.000
9602,1.184559,17.000,14.000,9.000,17.000,13.000,10.000,18.240,11.400,0.000,18.240,9.120,2.280
10011,1.186163,12.000,17.000,9.000,13.000,16.000,9.000,6.840,18.240,0.000,9.120,15.960,0.000
10223,1.186945,11.000,2.000,11.000,11.000,1.000,10.000,4.560,-15.960,4.560,4.560,-18.240,2.280
10760,1.179489,1.000,6.000,11.000,2.000,7.000,11.000,-18.240,-6.840,4.560,-15.960,-4.560,4.560
11142,1.184588,14.000,9.000,11.000,15.000,10.000,11.000,11.400,0.000,4.560,13.680,2.280,4.560
11285,1.182304,10.000,10.000,10.000,9.000,10.000,11.000,2.280,2.280,2.280,0.000,2.280,4.560
11449,1.185072,6.000,12.000,10.000,5.000,13.000,10.000,-6.840,6.840,2.280,-9.120,9.120,2.280
11564,1.186348,13.000,12.000,11.000,14.000,13.000,11.000,9.120,6.840,4.560,11.400,9.120,4.560
11575,1.189382,14.000,12.000,12.000,14.000,13.000,11.000,11.400,6.840,6.840,11.400,9.120,4.560
12250,0.617978,12.000,0.000,14.000,13.000,0.000,13.000,6.840,-20.520,11.400,9.120,-20.520,9.120
12453,1.183191,12.000,3.000,13.000,11.000,4.000,13.000,6.840,-13.680,9.120,4.560,-11.400,9.120
12589,1.183351,4.000,6.000,12.000,4.000,5.000,13.000,-11.400,-6.840,6.840,-11.400,-9.120,9.120
12663,1.187200,10.000,4.000,14.000,10.000,5.000,13.000,2.280,-11.400,11.400,2.280,-9.120,9.120
12666,1.185125,10.000,4.000,14.000,11.000,4.000,13.000,2.280,-11.400,11.400,4.560,-11.400,9.120
12715,1.187055,16.000,4.000,14.000,15.000,4.000,13.000,15.960,-11.400,11.400,13.680,-11.400,9.120
13236,1.184642,4.000,11.000,13.000,3.000,11.000,12.000,-11.400,4.560,9.120,-13.680,4.560,6.840
13461,1.186224,3.000,12.000,13.000,3.000,13.000,14.000,-13.680,6.840,9.120,-13.680,9.120,11.400
13635,1.184048,17.000,14.000,13.000,17.000,13.000,12.000,18.240,11.400,9.120,18.240,9.120,6.840
14123,0.723712,2.000,0.000,16.000,1.000,0.000,15.000,-15.960,-20.520,15.960,-18.240,-20.520,13.680
14162,1.183965,6.000,2.000,14.000,5.000,1.000,14.000,-6.840,-15.960,11.400,-9.120,-18.240,11.400
14606,1.185000,4.000,6.000,16.000,4.000,5.000,15.000,-11.400,-6.840,15.960,-11.400,-9.120,13.680
14672,1.188284,10.000,4.000,14.000,11.000,5.000,14.000,2.280,-11.400,11.400,4.560,-9.120,11.400
15056,1.186899,6.000,9.000,15.000,5.000,9.000,14.000,-6.840,0.000,13.680,-9.120,0.000,11.400
15818,1.178895,13.000,16.000,15.000,13.000,15.000,16.000,9.120,15.960,13.680,9.120,13.680,15.960
15825,1.178769,14.000,16.000,14.000,14.000,15.000,15.000,11.400,15.960,11.400,11.400,13.680,13.680
15866,1.186024,18.000,15.000,15.000,17.000,15.000,16.000,20.520,13.680,13.680,18.240,13.680,15.960
15905,1.141684,2.000,18.000,14.000,2.000,17.000,15.000,-15.960,20.520,11.400,-15.960,18.240,13.680
15965,1.184408,8.000,16.000,14.000,7.000,16.000,15.000,-2.280,15.960,11.400,-4.560,15.960,13.680
16429,1.185849,2.000,3.000,17.000,3.000,3.000,16.000,-15.960,-13.680,18.240,-13.680,-13.680,15.960
16430,1.183410,2.000,3.000,17.000,3.000,4.000,17.000,-15.960,-13.680,18.240,-13.680,-11.400,18.240
16622,1.183084,18.000,2.000,18.000,18.000,3.000,17.000,20.520,-15.960,20.520,20.520,-13.680,18.240
16685,1.186084,2.000,5.000,17.000,3.000,5.000,16.000,-15.960,-9.120,18.240,-13.680,-9.120,15.960
16691,1.187474,3.000,4.000,17.000,3.000,5.000,16.000,-13.680,-11.400,18.240,-13.680,-9.120,15.960
16764,1.186010,8.000,4.000,16.000,9.000,4.000,17.000,-2.280,-11.400,15.960,0.000,-11.400,18.240
16919,1.187436,1.000,6.000,17.000,1.000,7.000,16.000,-18.240,-6.840,18.240,-18.240,-4.560,15.960
17455,1.182966,2.000,11.000,17.000,3.000,10.000,17.000,-15.960,4.560,18.240,-13.680,2.280,18.240
17588,1.183570,12.000,10.000,16.000,13.000,10.000,17.000,6.840,2.280,15.960,9.120,2.280,18.240
17857,1.184470,13.000,12.000,17.000,13.000,13.000,18.000,9.120,6.840,18.240,9.120,9.120,20.520
18199,1.187583,0.000,17.000,17.000,1.000,16.000,17.000,-20.520,18.240,18.240,-18.240,15.960,18.240
18438,1.185886,18.000,16.000,18.000,17.000,17.000,18.000,20.520,15.960,20.520,18.240,18.240,20.520
