strut_id,midpoint_surface_gap_mm,x0_json,y0_json,z0_json,x1_json,y1_json,z1_json,x0_stl_mm,y0_stl_mm,z0_stl_mm,x1_stl_mm,y1_stl_mm,z1_stl_mm
1803,0.204380,14.000,16.000,0.000,15.000,17.000,0.000,11.400,15.960,-20.520,13.680,18.240,-20.520
1806,0.196944,16.000,17.000,1.000,15.000,17.000,0.000,15.960,18.240,-18.240,13.680,18.240,-20.520
1809,0.201389,14.000,17.000,1.000,15.000,17.000,0.000,11.400,18.240,-18.240,13.680,18.240,-20.520
1814,0.207500,15.000,16.000,1.000,15.000,17.000,0.000,13.680,15.960,-18.240,13.680,18.240,-20.520
1815,0.205803,15.000,18.000,1.000,15.000,17.000,0.000,13.680,20.520,-18.240,13.680,18.240,-20.520
1821,0.210411,14.000,18.000,0.000,14.000,17.000,1.000,11.400,20.520,-20.520,11.400,18.240,-18.240
1822,0.209050,14.000,16.000,0.000,14.000,17.000,1.000,11.400,15.960,-20.520,11.400,18.240,-18.240
1828,0.205727,12.000,18.000,0.000,13.000,17.000,0.000,6.840,20.520,-20.520,9.120,18.240,-20.520
1829,0.198776,14.000,18.000,0.000,13.000,17.000,0.000,11.400,20.520,-20.520,9.120,18.240,-20.520
1830,0.206504,14.000,16.000,0.000,13.000,17.000,0.000,11.400,15.960,-20.520,9.120,18.240,-20.520
1831,0.199463,12.000,16.000,0.000,13.000,17.000,0.000,6.840,15.960,-20.520,9.120,18.240,-20.520
1834,0.202761,14.000,17.000,1.000,13.000,17.000,0.000,11.400,18.240,-18.240,9.120,18.240,-20.520
1837,0.199640,12.000,17.000,1.000,13.000,17.000,0.000,6.840,18.240,-18.240,9.120,18.240,-20.520
1842,0.200809,13.000,16.000,1.000,13.000,17.000,0.000,9.120,15.960,-18.240,9.120,18.240,-20.520
1843,0.212710,13.000,18.000,1.000,13.000,17.000,0.000,9.120,20.520,-18.240,9.120,18.240,-20.520
1849,0.200923,12.000,18.000,0.000,12.000,17.000,1.000,6.840,20.520,-20.520,6.840,18.240,-18.240
1850,0.210403,12.000,16.000,0.000,12.000,17.000,1.000,6.840,15.960,-20.520,6.840,18.240,-18.240
1856,0.200793,10.000,18.000,0.000,11.000,17.000,0.000,2.280,20.520,-20.520,4.560,18.240,-20.520
1857,0.202535,12.000,18.000,0.000,11.000,17.000,0.000,6.840,20.520,-20.520,4.560,18.240,-20.520
1858,0.202864,12.000,16.000,0.000,11.000,17.000,0.000,6.840,15.960,-20.520,4.560,18.240,-20.520
1859,0.205265,10.000,16.000,0.000,11.000,17.000,0.000,2.280,15.960,-20.520,4.560,18.240,-20.520
1862,0.202394,12.000,17.000,1.000,11.000,17.000,0.000,6.840,18.240,-18.240,4.560,18.240,-20.520
1865,0.201912,10.000,17.000,1.000,11.000,17.000,0.000,2.280,18.240,-18.240,4.560,18.240,-20.520
1870,0.207897,11.000,16.000,1.000,11.000,17.000,0.000,4.560,15.960,-18.240,4.560,18.240,-20.520
1871,0.209591,11.000,18.000,1.000,11.000,17.000,0.000,4.560,20.520,-18.240,4.560,18.240,-20.520
1877,0.204063,10.000,18.000,0.000,10.000,17.000,1.000,2.280,20.520,-20.520,2.280,18.240,-18.240
1878,0.196511,10.000,16.000,0.000,10.000,17.000,1.000,2.280,15.960,-20.520,2.280,18.240,-18.240
1884,0.201498,8.000,18.000,0.000,9.000,17.000,0.000,-2.280,20.520,-20.520,0.000,18.240,-20.520
1885,0.202237,10.000,18.000,0.000,9.000,17.000,0.000,2.280,20.520,-20.520,0.000,18.240,-20.520
1886,0.201849,10.000,16.000,0.000,9.000,17.000,0.000,2.280,15.960,-20.520,0.000,18.240,-20.520
1887,0.202464,8.000,16.000,0.000,9.000,17.000,0.000,-2.280,15.960,-20.520,0.000,18.240,-20.520
1890,0.202188,10.000,17.000,1.000,9.000,17.000,0.000,2.280,18.240,-18.240,0.000,18.240,-20.520
1893,0.201921,8.000,17.000,1.000,9.000,17.000,0.000,-2.280,18.240,-18.240,0.000,18.240,-20.520
1898,0.196366,9.000,16.000,1.000,9.000,17.000,0.000,0.000,15.960,-18.240,0.000,18.240,-20.520
1899,0.209965,9.000,18.000,1.000,9.000,17.000,0.000,0.000,20.520,-18.240,0.000,18.240,-20.520
1905,0.207031,8.000,18.000,0.000,8.000,17.000,1.000,-2.280,20.520,-20.520,-2.280,18.240,-18.240
1906,0.210758,8.000,16.000,0.000,8.000,17.000,1.000,-2.280,15.960,-20.520,-2.280,18.240,-18.240
1912,0.202805,6.000,18.000,0.000,7.000,17.000,0.000,-6.840,20.520,-20.520,-4.560,18.240,-20.520
1913,0.202053,8.000,18.000,0.000,7.000,17.000,0.000,-2.280,20.520,-20.520,-4.560,18.240,-20.520
1914,0.202018,8.000,16.000,0.000,7.000,17.000,0.000,-2.280,15.960,-20.520,-4.560,18.240,-20.520
1915,0.202429,6.000,16.000,0.000,7.000,17.000,0.000,-6.840,15.960,-20.520,-4.560,18.240,-20.520
1918,0.202236,8.000,17.000,1.000,7.000,17.000,0.000,-2.280,18.240,-18.240,-4.560,18.240,-20.520
1921,0.201508,6.000,17.000,1.000,7.000,17.000,0.000,-6.840,18.240,-18.240,-4.560,18.240,-20.520
1926,0.207707,7.000,16.000,1.000,7.000,17.000,0.000,-4.560,15.960,-18.240,-4.560,18.240,-20.520
1927,0.208876,7.000,18.000,1.000,7.000,17.000,0.000,-4.560,20.520,-18.240,-4.560,18.240,-20.520
1933,0.208904,6.000,18.000,0.000,6.000,17.000,1.000,-6.840,20.520,-20.520,-6.840,18.240,-18.240
1934,0.205130,6.000,16.000,0.000,6.000,17.000,1.000,-6.840,15.960,-20.520,-6.840,18.240,-18.240
1940,0.204697,4.000,18.000,0.000,5.000,17.000,0.000,-11.400,20.520,-20.520,-9.120,18.240,-20.520
1941,0.200565,6.000,18.000,0.000,5.000,17.000,0.000,-6.840,20.520,-20.520,-9.120,18.240,-20.520
1942,0.207440,6.000,16.000,0.000,5.000,17.000,0.000,-6.840,15.960,-20.520,-9.120,18.240,-20.520
1943,0.205671,4.000,16.000,0.000,5.000,17.000,0.000,-11.400,15.960,-20.520,-9.120,18.240,-20.520
1946,0.201698,6.000,17.000,1.000,5.000,17.000,0.000,-6.840,18.240,-18.240,-9.120,18.240,-20.520
1949,0.202767,4.000,17.000,1.000,5.000,17.000,0.000,-11.400,18.240,-18.240,-9.120,18.240,-20.520
1950,0.202646,4.000,17.000,1.000,5.000,16.000,1.000,-11.400,18.240,-18.240,-9.120,15.960,-18.240
1954,0.210712,5.000,16.000,1.000,5.000,17.000,0.000,-9.120,15.960,-18.240,-9.120,18.240,-20.520
1955,0.207529,5.000,18.000,1.000,5.000,17.000,0.000,-9.120,20.520,-18.240,-9.120,18.240,-20.520
1961,0.208733,4.000,18.000,0.000,4.000,17.000,1.000,-11.400,20.520,-20.520,-11.400,18.240,-18.240
1962,0.208473,4.000,16.000,0.000,4.000,17.000,1.000,-11.400,15.960,-20.520,-11.400,18.240,-18.240
1968,0.200039,2.000,18.000,0.000,3.000,17.000,0.000,-15.960,20.520,-20.520,-13.680,18.240,-20.520
1969,0.205376,4.000,18.000,0.000,3.000,17.000,0.000,-11.400,20.520,-20.520,-13.680,18.240,-20.520
1970,0.203670,4.000,16.000,0.000,3.000,17.000,0.000,-11.400,15.960,-20.520,-13.680,18.240,-20.520
1971,0.201770,2.000,16.000,0.000,3.000,17.000,0.000,-15.960,15.960,-20.520,-13.680,18.240,-20.520
1974,0.198011,4.000,17.000,1.000,3.000,17.000,0.000,-11.400,18.240,-18.240,-13.680,18.240,-20.520
1977,0.210263,2.000,17.000,1.000,3.000,17.000,0.000,-15.960,18.240,-18.240,-13.680,18.240,-20.520
1982,0.207190,3.000,16.000,1.000,3.000,17.000,0.000,-13.680,15.960,-18.240,-13.680,18.240,-20.520
1983,0.201517,3.000,18.000,1.000,3.000,17.000,0.000,-13.680,20.520,-18.240,-13.680,18.240,-20.520
1986,0.211758,0.000,18.000,0.000,1.000,18.000,1.000,-20.520,20.520,-20.520,-18.240,20.520,-18.240
1989,0.208361,2.000,18.000,0.000,2.000,17.000,1.000,-15.960,20.520,-20.520,-15.960,18.240,-18.240
1990,0.203723,2.000,16.000,0.000,2.000,17.000,1.000,-15.960,15.960,-20.520,-15.960,18.240,-18.240
1993,0.199892,0.000,18.000,0.000,0.000,17.000,1.000,-20.520,20.520,-20.520,-20.520,18.240,-18.240
1995,0.197115,0.000,16.000,0.000,0.000,17.000,1.000,-20.520,15.960,-20.520,-20.520,18.240,-18.240
2000,0.201402,0.000,18.000,0.000,1.000,17.000,0.000,-20.520,20.520,-20.520,-18.240,18.240,-20.520
2001,0.201878,2.000,18.000,0.000,1.000,17.000,0.000,-15.960,20.520,-20.520,-18.240,18.240,-20.520
2002,0.201931,2.000,16.000,0.000,1.000,17.000,0.000,-15.960,15.960,-20.520,-18.240,18.240,-20.520
2003,0.196356,0.000,16.000,0.000,1.000,17.000,0.000,-20.520,15.960,-20.520,-18.240,18.240,-20.520
2006,0.203032,2.000,17.000,1.000,1.000,17.000,0.000,-15.960,18.240,-18.240,-18.240,18.240,-20.520
2009,0.203916,0.000,17.000,1.000,1.000,17.000,0.000,-20.520,18.240,-18.240,-18.240,18.240,-20.520
2014,0.209571,1.000,16.000,1.000,1.000,17.000,0.000,-18.240,15.960,-18.240,-18.240,18.240,-20.520
2015,0.210064,1.000,18.000,1.000,1.000,17.000,0.000,-18.240,20.520,-18.240,-18.240,18.240,-20.520
2061,0.193643,15.000,14.000,17.000,15.000,15.000,18.000,13.680,11.400,18.240,13.680,13.680,20.520
2074,0.203031,14.000,14.000,18.000,13.000,15.000,18.000,11.400,11.400,20.520,9.120,13.680,20.520
2251,1.186024,18.000,15.000,15.000,17.000,15.000,16.000,20.520,13.680,13.680,18.240,13.680,15.960
2289,1.178769,14.000,16.000,14.000,14.000,15.000,15.000,11.400,15.960,11.400,11.400,13.680,13.680
2302,0.199854,12.000,15.000,15.000,13.000,14.000,15.000,6.840,13.680,13.680,9.120,11.400,13.680
2303,1.178895,13.000,16.000,15.000,13.000,15.000,16.000,9.120,15.960,13.680,9.120,13.680,15.960
2359,1.184408,8.000,16.000,14.000,7.000,16.000,15.000,-2.280,15.960,11.400,-4.560,15.960,13.680
2412,0.199200,4.000,16.000,16.000,3.000,15.000,16.000,-11.400,15.960,15.960,-13.680,13.680,15.960
2640,0.203208,2.000,15.000,13.000,3.000,16.000,13.000,-15.960,13.680,9.120,-13.680,15.960,9.120
2888,0.201720,0.000,15.000,11.000,1.000,16.000,11.000,-20.520,13.680,4.560,-18.240,15.960,4.560
2931,0.208104,14.000,14.000,10.000,15.000,15.000,10.000,11.400,11.400,2.280,13.680,13.680,2.280
3199,0.202107,10.000,14.000,8.000,11.000,15.000,8.000,2.280,11.400,-2.280,4.560,13.680,-2.280
3254,0.200187,6.000,15.000,7.000,7.000,14.000,7.000,-6.840,13.680,-4.560,-4.560,11.400,-4.560
3256,1.187480,6.000,15.000,7.000,7.000,15.000,8.000,-6.840,13.680,-4.560,-4.560,13.680,-2.280
3544,0.199874,1.000,14.000,5.000,2.000,15.000,5.000,-18.240,11.400,-9.120,-15.960,13.680,-9.120
3778,0.208956,16.000,16.000,0.000,17.000,16.000,1.000,15.960,15.960,-20.520,18.240,15.960,-18.240
3779,0.201374,18.000,16.000,0.000,17.000,16.000,1.000,20.520,15.960,-20.520,18.240,15.960,-18.240
3781,0.206163,18.000,16.000,0.000,18.000,15.000,1.000,20.520,15.960,-20.520,20.520,13.680,-18.240
3782,0.205911,18.000,14.000,0.000,18.000,15.000,1.000,20.520,11.400,-20.520,20.520,13.680,-18.240
3788,0.203006,16.000,16.000,0.000,17.000,15.000,0.000,15.960,15.960,-20.520,18.240,13.680,-20.520
3789,0.197749,18.000,16.000,0.000,17.000,15.000,0.000,20.520,15.960,-20.520,18.240,13.680,-20.520
3790,0.203677,18.000,14.000,0.000,17.000,15.000,0.000,20.520,11.400,-20.520,18.240,13.680,-20.520
3791,0.205335,16.000,14.000,0.000,17.000,15.000,0.000,15.960,11.400,-20.520,18.240,13.680,-20.520
3794,0.196841,18.000,15.000,1.000,17.000,15.000,0.000,20.520,13.680,-18.240,18.240,13.680,-20.520
3797,0.200204,16.000,15.000,1.000,17.000,15.000,0.000,15.960,13.680,-18.240,18.240,13.680,-20.520
3802,0.206410,17.000,14.000,1.000,17.000,15.000,0.000,18.240,11.400,-18.240,18.240,13.680,-20.520
3803,0.198477,17.000,16.000,1.000,17.000,15.000,0.000,18.240,15.960,-18.240,18.240,13.680,-20.520
3806,0.205529,14.000,16.000,0.000,15.000,16.000,1.000,11.400,15.960,-20.520,13.680,15.960,-18.240
3807,0.204120,16.000,16.000,0.000,15.000,16.000,1.000,15.960,15.960,-20.520,13.680,15.960,-18.240
3809,0.199123,16.000,16.000,0.000,16.000,15.000,1.000,15.960,15.960,-20.520,15.960,13.680,-18.240
3810,0.209909,16.000,14.000,0.000,16.000,15.000,1.000,15.960,11.400,-20.520,15.960,13.680,-18.240
3815,0.207340,14.000,14.000,2.000,15.000,15.000,2.000,11.400,11.400,-15.960,13.680,13.680,-15.960
3816,0.207674,14.000,16.000,0.000,15.000,15.000,0.000,11.400,15.960,-20.520,13.680,13.680,-20.520
3817,0.200298,16.000,16.000,0.000,15.000,15.000,0.000,15.960,15.960,-20.520,13.680,13.680,-20.520
3818,0.203649,16.000,14.000,0.000,15.000,15.000,0.000,15.960,11.400,-20.520,13.680,13.680,-20.520
3819,0.205817,14.000,14.000,0.000,15.000,15.000,0.000,11.400,11.400,-20.520,13.680,13.680,-20.520
3822,0.201923,16.000,15.000,1.000,15.000,15.000,0.000,15.960,13.680,-18.240,13.680,13.680,-20.520
3825,0.197216,14.000,15.000,1.000,15.000,15.000,0.000,11.400,13.680,-18.240,13.680,13.680,-20.520
3830,0.205423,15.000,14.000,1.000,15.000,15.000,0.000,13.680,11.400,-18.240,13.680,13.680,-20.520
3831,0.210364,15.000,16.000,1.000,15.000,15.000,0.000,13.680,15.960,-18.240,13.680,13.680,-20.520
3834,0.207427,12.000,16.000,0.000,13.000,16.000,1.000,6.840,15.960,-20.520,9.120,15.960,-18.240
3835,0.199019,14.000,16.000,0.000,13.000,16.000,1.000,11.400,15.960,-20.520,9.120,15.960,-18.240
3837,0.201765,14.000,16.000,0.000,14.000,15.000,1.000,11.400,15.960,-20.520,11.400,13.680,-18.240
3838,0.205007,14.000,14.000,0.000,14.000,15.000,1.000,11.400,11.400,-20.520,11.400,13.680,-18.240
3844,0.204088,12.000,16.000,0.000,13.000,15.000,0.000,6.840,15.960,-20.520,9.120,13.680,-20.520
3845,0.207798,14.000,16.000,0.000,13.000,15.000,0.000,11.400,15.960,-20.520,9.120,13.680,-20.520
3846,0.200531,14.000,14.000,0.000,13.000,15.000,0.000,11.400,11.400,-20.520,9.120,13.680,-20.520
3847,0.208771,12.000,14.000,0.000,13.000,15.000,0.000,6.840,11.400,-20.520,9.120,13.680,-20.520
3850,0.204469,14.000,15.000,1.000,13.000,15.000,0.000,11.400,13.680,-18.240,9.120,13.680,-20.520
3853,0.197539,12.000,15.000,1.000,13.000,15.000,0.000,6.840,13.680,-18.240,9.120,13.680,-20.520
3858,0.207745,13.000,14.000,1.000,13.000,15.000,0.000,9.120,11.400,-18.240,9.120,13.680,-20.520
3859,0.200306,13.000,16.000,1.000,13.000,15.000,0.000,9.120,15.960,-18.240,9.120,13.680,-20.520
3862,0.201685,10.000,16.000,0.000,11.000,16.000,1.000,2.280,15.960,-20.520,4.560,15.960,-18.240
3863,0.196606,12.000,16.000,0.000,11.000,16.000,1.000,6.840,15.960,-20.520,4.560,15.960,-18.240
3865,0.207827,12.000,16.000,0.000,12.000,15.000,1.000,6.840,15.960,-20.520,6.840,13.680,-18.240
3866,0.198062,12.000,14.000,0.000,12.000,15.000,1.000,6.840,11.400,-20.520,6.840,13.680,-18.240
3872,0.201987,10.000,16.000,0.000,11.000,15.000,0.000,2.280,15.960,-20.520,4.560,13.680,-20.520
3873,0.198275,12.000,16.000,0.000,11.000,15.000,0.000,6.840,15.960,-20.520,4.560,13.680,-20.520
3874,0.201986,12.000,14.000,0.000,11.000,15.000,0.000,6.840,11.400,-20.520,4.560,13.680,-20.520
3875,0.198827,10.000,14.000,0.000,11.000,15.000,0.000,2.280,11.400,-20.520,4.560,13.680,-20.520
3878,0.206864,12.000,15.000,1.000,11.000,15.000,0.000,6.840,13.680,-18.240,4.560,13.680,-20.520
3881,0.196708,10.000,15.000,1.000,11.000,15.000,0.000,2.280,13.680,-18.240,4.560,13.680,-20.520
3886,0.208052,11.000,14.000,1.000,11.000,15.000,0.000,4.560,11.400,-18.240,4.560,13.680,-20.520
3887,0.211588,11.000,16.000,1.000,11.000,15.000,0.000,4.560,15.960,-18.240,4.560,13.680,-20.520
3890,0.201406,8.000,16.000,0.000,9.000,16.000,1.000,-2.280,15.960,-20.520,0.000,15.960,-18.240
3891,0.202359,10.000,16.000,0.000,9.000,16.000,1.000,2.280,15.960,-20.520,0.000,15.960,-18.240
3893,0.201342,10.000,16.000,0.000,10.000,15.000,1.000,2.280,15.960,-20.520,2.280,13.680,-18.240
3894,0.201685,10.000,14.000,0.000,10.000,15.000,1.000,2.280,11.400,-20.520,2.280,13.680,-18.240
3900,0.199506,8.000,16.000,0.000,9.000,15.000,0.000,-2.280,15.960,-20.520,0.000,13.680,-20.520
3901,0.201979,10.000,16.000,0.000,9.000,15.000,0.000,2.280,15.960,-20.520,0.000,13.680,-20.520
3902,0.201649,10.000,14.000,0.000,9.000,15.000,0.000,2.280,11.400,-20.520,0.000,13.680,-20.520
3903,0.202395,8.000,14.000,0.000,9.000,15.000,0.000,-2.280,11.400,-20.520,0.000,13.680,-20.520
3906,0.199846,10.000,15.000,1.000,9.000,15.000,0.000,2.280,13.680,-18.240,0.000,13.680,-20.520
3909,0.202727,8.000,15.000,1.000,9.000,15.000,0.000,-2.280,13.680,-18.240,0.000,13.680,-20.520
3914,0.199796,9.000,14.000,1.000,9.000,15.000,0.000,0.000,11.400,-18.240,0.000,13.680,-20.520
3915,0.209677,9.000,16.000,1.000,9.000,15.000,0.000,0.000,15.960,-18.240,0.000,13.680,-20.520
3918,0.198511,6.000,16.000,0.000,7.000,16.000,1.000,-6.840,15.960,-20.520,-4.560,15.960,-18.240
3919,0.202011,8.000,16.000,0.000,7.000,16.000,1.000,-2.280,15.960,-20.520,-4.560,15.960,-18.240
3921,0.206820,8.000,16.000,0.000,8.000,15.000,1.000,-2.280,15.960,-20.520,-2.280,13.680,-18.240
3922,0.205200,8.000,14.000,0.000,8.000,15.000,1.000,-2.280,11.400,-20.520,-2.280,13.680,-18.240
3928,0.207214,6.000,16.000,0.000,7.000,15.000,0.000,-6.840,15.960,-20.520,-4.560,13.680,-20.520
3929,0.202708,8.000,16.000,0.000,7.000,15.000,0.000,-2.280,15.960,-20.520,-4.560,13.680,-20.520
3930,0.205521,8.000,14.000,0.000,7.000,15.000,0.000,-2.280,11.400,-20.520,-4.560,13.680,-20.520
3931,0.203407,6.000,14.000,0.000,7.000,15.000,0.000,-6.840,11.400,-20.520,-4.560,13.680,-20.520
3934,0.202226,8.000,15.000,1.000,7.000,15.000,0.000,-2.280,13.680,-18.240,-4.560,13.680,-20.520
3937,0.203418,6.000,15.000,1.000,7.000,15.000,0.000,-6.840,13.680,-18.240,-4.560,13.680,-20.520
3942,0.207433,7.000,14.000,1.000,7.000,15.000,0.000,-4.560,11.400,-18.240,-4.560,13.680,-20.520
3943,0.202406,7.000,16.000,1.000,7.000,15.000,0.000,-4.560,15.960,-18.240,-4.560,13.680,-20.520
3946,0.207234,4.000,16.000,0.000,5.000,16.000,1.000,-11.400,15.960,-20.520,-9.120,15.960,-18.240
3947,0.198252,6.000,16.000,0.000,5.000,16.000,1.000,-6.840,15.960,-20.520,-9.120,15.960,-18.240
3949,0.209628,6.000,16.000,0.000,6.000,15.000,1.000,-6.840,15.960,-20.520,-6.840,13.680,-18.240
3950,0.208003,6.000,14.000,0.000,6.000,15.000,1.000,-6.840,11.400,-20.520,-6.840,13.680,-18.240
3954,0.209405,6.000,14.000,2.000,5.000,15.000,2.000,-6.840,11.400,-15.960,-9.120,13.680,-15.960
3956,0.202473,4.000,16.000,0.000,5.000,15.000,0.000,-11.400,15.960,-20.520,-9.120,13.680,-20.520
3957,0.203264,6.000,16.000,0.000,5.000,15.000,0.000,-6.840,15.960,-20.520,-9.120,13.680,-20.520
3958,0.202486,6.000,14.000,0.000,5.000,15.000,0.000,-6.840,11.400,-20.520,-9.120,13.680,-20.520
3959,0.203452,4.000,14.000,0.000,5.000,15.000,0.000,-11.400,11.400,-20.520,-9.120,13.680,-20.520
3962,0.206975,6.000,15.000,1.000,5.000,15.000,0.000,-6.840,13.680,-18.240,-9.120,13.680,-20.520
3965,0.199340,4.000,15.000,1.000,5.000,15.000,0.000,-11.400,13.680,-18.240,-9.120,13.680,-20.520
3970,0.204661,5.000,14.000,1.000,5.000,15.000,0.000,-9.120,11.400,-18.240,-9.120,13.680,-20.520
3971,0.200342,5.000,16.000,1.000,5.000,15.000,0.000,-9.120,15.960,-18.240,-9.120,13.680,-20.520
3974,0.207217,2.000,16.000,0.000,3.000,16.000,1.000,-15.960,15.960,-20.520,-13.680,15.960,-18.240
3975,0.201152,4.000,16.000,0.000,3.000,16.000,1.000,-11.400,15.960,-20.520,-13.680,15.960,-18.240
3977,0.207408,4.000,16.000,0.000,4.000,15.000,1.000,-11.400,15.960,-20.520,-11.400,13.680,-18.240
3978,0.210480,4.000,14.000,0.000,4.000,15.000,1.000,-11.400,11.400,-20.520,-11.400,13.680,-18.240
3984,0.201977,2.000,16.000,0.000,3.000,15.000,0.000,-15.960,15.960,-20.520,-13.680,13.680,-20.520
3985,0.200670,4.000,16.000,0.000,3.000,15.000,0.000,-11.400,15.960,-20.520,-13.680,13.680,-20.520
3986,0.199668,4.000,14.000,0.000,3.000,15.000,0.000,-11.400,11.400,-20.520,-13.680,13.680,-20.520
3987,0.204325,2.000,14.000,0.000,3.000,15.000,0.000,-15.960,11.400,-20.520,-13.680,13.680,-20.520
3990,0.197584,4.000,15.000,1.000,3.000,15.000,0.000,-11.400,13.680,-18.240,-13.680,13.680,-20.520
3993,0.199106,2.000,15.000,1.000,3.000,15.000,0.000,-15.960,13.680,-18.240,-13.680,13.680,-20.520
3998,0.206177,3.000,14.000,1.000,3.000,15.000,0.000,-13.680,11.400,-18.240,-13.680,13.680,-20.520
3999,0.207098,3.000,16.000,1.000,3.000,15.000,0.000,-13.680,15.960,-18.240,-13.680,13.680,-20.520
4002,0.201762,0.000,16.000,0.000,1.000,16.000,1.000,-20.520,15.960,-20.520,-18.240,15.960,-18.240
4003,0.203866,2.000,16.000,0.000,1.000,16.000,1.000,-15.960,15.960,-20.520,-18.240,15.960,-18.240
4005,0.205802,2.000,16.000,0.000,2.000,15.000,1.000,-15.960,15.960,-20.520,-15.960,13.680,-18.240
4006,0.207714,2.000,14.000,0.000,2.000,15.000,1.000,-15.960,11.400,-20.520,-15.960,13.680,-18.240
4009,0.209065,0.000,16.000,0.000,0.000,15.000,1.000,-20.520,15.960,-20.520,-20.520,13.680,-18.240
4011,0.210634,0.000,14.000,0.000,0.000,15.000,1.000,-20.520,11.400,-20.520,-20.520,13.680,-18.240
4016,0.202986,0.000,16.000,0.000,1.000,15.000,0.000,-20.520,15.960,-20.520,-18.240,13.680,-20.520
4017,0.202717,2.000,16.000,0.000,1.000,15.000,0.000,-15.960,15.960,-20.520,-18.240,13.680,-20.520
4018,0.207853,2.000,14.000,0.000,1.000,15.000,0.000,-15.960,11.400,-20.520,-18.240,13.680,-20.520
4019,0.202356,0.000,14.000,0.000,1.000,15.000,0.000,-20.520,11.400,-20.520,-18.240,13.680,-20.520
4022,0.199402,2.000,15.000,1.000,1.000,15.000,0.000,-15.960,13.680,-18.240,-18.240,13.680,-20.520
4025,0.199781,0.000,15.000,1.000,1.000,15.000,0.000,-20.520,13.680,-18.240,-18.240,13.680,-20.520
4030,0.197937,1.000,14.000,1.000,1.000,15.000,0.000,-18.240,11.400,-18.240,-18.240,13.680,-20.520
