strut_id,midpoint_surface_gap_mm,x0_json,y0_json,z0_json,x1_json,y1_json,z1_json,x0_stl_mm,y0_stl_mm,z0_stl_mm,x1_stl_mm,y1_stl_mm,z1_stl_mm
3815,0.207340,14.000,14.000,2.000,15.000,15.000,2.000,11.400,11.400,-15.960,13.680,13.680,-15.960
3954,0.209405,6.000,14.000,2.000,5.000,15.000,2.000,-6.840,11.400,-15.960,-9.120,13.680,-15.960
4050,0.201731,16.000,13.000,17.000,17.000,12.000,17.000,15.960,9.120,18.240,18.240,6.840,18.240
4057,0.202366,14.000,14.000,18.000,15.000,14.000,17.000,11.400,11.400,20.520,13.680,11.400,18.240
4090,0.204612,14.000,12.000,18.000,13.000,13.000,18.000,11.400,6.840,20.520,9.120,9.120,20.520
4101,1.184470,13.000,12.000,17.000,13.000,13.000,18.000,9.120,6.840,18.240,9.120,9.120,20.520
4215,0.200453,4.000,13.000,17.000,3.000,13.000,18.000,-11.400,9.120,18.240,-13.680,9.120,20.520
4221,0.210223,3.000,12.000,17.000,3.000,13.000,18.000,-13.680,6.840,18.240,-13.680,9.120,20.520
4340,0.197439,10.000,13.000,15.000,11.000,14.000,15.000,2.280,9.120,13.680,4.560,11.400,13.680
4435,0.200927,4.000,13.000,15.000,3.000,13.000,16.000,-11.400,9.120,13.680,-13.680,9.120,15.960
4495,1.184048,17.000,14.000,13.000,17.000,13.000,12.000,18.240,11.400,9.120,18.240,9.120,6.840
4655,0.200600,4.000,13.000,13.000,3.000,13.000,14.000,-11.400,9.120,9.120,-13.680,9.120,11.400
4661,1.186224,3.000,12.000,13.000,3.000,13.000,14.000,-13.680,6.840,9.120,-13.680,9.120,11.400
4747,1.189382,14.000,12.000,12.000,14.000,13.000,11.000,11.400,6.840,6.840,11.400,9.120,4.560
4752,1.186348,13.000,12.000,11.000,14.000,13.000,11.000,9.120,6.840,4.560,11.400,9.120,4.560
4923,0.205378,16.000,12.000,10.000,17.000,13.000,10.000,15.960,6.840,2.280,18.240,9.120,2.280
4931,1.184559,17.000,14.000,9.000,17.000,13.000,10.000,18.240,11.400,0.000,18.240,9.120,2.280
4976,0.208029,12.000,13.000,9.000,13.000,14.000,9.000,6.840,9.120,0.000,9.120,11.400,0.000
5066,1.185072,6.000,12.000,10.000,5.000,13.000,10.000,-6.840,6.840,2.280,-9.120,9.120,2.280
5116,0.208056,2.000,14.000,10.000,1.000,13.000,10.000,-15.960,11.400,2.280,-18.240,9.120,2.280
5140,0.208951,18.000,14.000,8.000,17.000,13.000,8.000,20.520,11.400,-2.280,18.240,9.120,-2.280
5223,1.188070,11.000,14.000,7.000,11.000,13.000,8.000,4.560,11.400,-4.560,4.560,9.120,-2.280
5386,0.204701,16.000,12.000,6.000,15.000,13.000,6.000,15.960,6.840,-6.840,13.680,9.120,-6.840
5564,0.202712,0.000,13.000,5.000,1.000,14.000,5.000,-20.520,9.120,-9.120,-18.240,11.400,-9.120
5621,1.180879,12.000,14.000,4.000,13.000,14.000,3.000,6.840,11.400,-11.400,9.120,11.400,-13.680
5784,0.203789,0.000,13.000,3.000,1.000,14.000,3.000,-20.520,9.120,-13.680,-18.240,11.400,-13.680
6127,0.206722,12.000,10.000,18.000,12.000,11.000,17.000,6.840,2.280,20.520,6.840,4.560,18.240
6141,0.211425,11.000,10.000,17.000,11.000,11.000,18.000,4.560,2.280,18.240,4.560,4.560,20.520
6151,0.210028,10.000,10.000,18.000,10.000,11.000,17.000,2.280,2.280,20.520,2.280,4.560,18.240
6166,0.208129,9.000,10.000,17.000,9.000,11.000,16.000,0.000,2.280,18.240,0.000,4.560,15.960
6176,0.206067,8.000,12.000,18.000,7.000,11.000,18.000,-2.280,6.840,20.520,-4.560,4.560,20.520
6203,0.201550,4.000,10.000,18.000,5.000,11.000,18.000,-11.400,2.280,20.520,-9.120,4.560,20.520
6225,0.198238,2.000,12.000,18.000,3.000,11.000,18.000,-15.960,6.840,20.520,-13.680,4.560,20.520
6234,1.182966,2.000,11.000,17.000,3.000,10.000,17.000,-15.960,4.560,18.240,-13.680,2.280,18.240
6245,0.206785,2.000,12.000,16.000,2.000,11.000,17.000,-15.960,6.840,15.960,-15.960,4.560,18.240
6247,0.207323,2.000,10.000,18.000,2.000,11.000,17.000,-15.960,2.280,20.520,-15.960,4.560,18.240
6249,0.202521,0.000,12.000,16.000,0.000,11.000,17.000,-20.520,6.840,15.960,-20.520,4.560,18.240
6254,0.202354,2.000,10.000,18.000,1.000,11.000,18.000,-15.960,2.280,20.520,-18.240,4.560,20.520
6259,0.200062,2.000,11.000,17.000,1.000,11.000,18.000,-15.960,4.560,18.240,-18.240,4.560,20.520
6265,0.210564,1.000,10.000,17.000,1.000,11.000,18.000,-18.240,2.280,18.240,-18.240,4.560,20.520
6356,0.201631,10.000,11.000,15.000,11.000,12.000,15.000,2.280,4.560,13.680,4.560,6.840,13.680
6470,0.199985,0.000,10.000,16.000,0.000,11.000,15.000,-20.520,2.280,15.960,-20.520,4.560,13.680
6479,0.200051,2.000,11.000,15.000,1.000,11.000,16.000,-15.960,4.560,13.680,-18.240,4.560,15.960
6482,0.200289,0.000,11.000,15.000,1.000,10.000,15.000,-20.520,4.560,13.680,-18.240,2.280,13.680
6641,0.198226,4.000,12.000,14.000,5.000,11.000,14.000,-11.400,6.840,11.400,-9.120,4.560,11.400
6670,1.184642,4.000,11.000,13.000,3.000,11.000,12.000,-11.400,4.560,9.120,-13.680,4.560,6.840
6692,0.205195,2.000,12.000,14.000,1.000,11.000,14.000,-15.960,6.840,11.400,-18.240,4.560,11.400
6916,0.206206,1.000,10.000,11.000,2.000,11.000,11.000,-18.240,2.280,4.560,-15.960,4.560,4.560
7225,1.187687,12.000,12.000,6.000,12.000,11.000,7.000,6.840,6.840,-6.840,6.840,4.560,-4.560
7280,0.198659,7.000,10.000,7.000,8.000,11.000,7.000,-4.560,2.280,-4.560,-2.280,4.560,-4.560
7304,0.204033,5.000,10.000,7.000,6.000,11.000,7.000,-9.120,2.280,-4.560,-6.840,4.560,-4.560
7404,0.209230,15.000,10.000,5.000,16.000,11.000,5.000,13.680,2.280,-9.120,15.960,4.560,-9.120
7420,1.187986,14.000,12.000,6.000,14.000,11.000,5.000,11.400,6.840,-6.840,11.400,4.560,-9.120
7480,0.201000,8.000,11.000,5.000,9.000,12.000,5.000,-2.280,4.560,-9.120,0.000,6.840,-9.120
7580,0.204269,0.000,11.000,5.000,1.000,12.000,5.000,-20.520,4.560,-9.120,-18.240,6.840,-9.120
7706,1.183592,9.000,10.000,3.000,9.000,11.000,2.000,0.000,2.280,-13.680,0.000,4.560,-15.960
8071,0.209707,18.000,8.000,18.000,18.000,9.000,17.000,20.520,-2.280,20.520,20.520,0.000,18.240
8114,1.183570,12.000,10.000,16.000,13.000,10.000,17.000,6.840,2.280,15.960,9.120,2.280,18.240
8121,0.203324,12.000,10.000,18.000,13.000,9.000,18.000,6.840,2.280,20.520,9.120,0.000,20.520
8123,0.204777,12.000,8.000,18.000,13.000,9.000,18.000,6.840,-2.280,20.520,9.120,0.000,20.520
8136,0.200301,12.000,10.000,18.000,11.000,10.000,17.000,6.840,2.280,20.520,4.560,2.280,18.240
8137,0.200159,10.000,10.000,18.000,11.000,10.000,17.000,2.280,2.280,20.520,4.560,2.280,18.240
8140,0.203357,12.000,10.000,18.000,12.000,9.000,17.000,6.840,2.280,20.520,6.840,0.000,18.240
8146,0.198248,12.000,8.000,18.000,11.000,9.000,18.000,6.840,-2.280,20.520,4.560,0.000,20.520
8147,0.201494,10.000,8.000,18.000,11.000,9.000,18.000,2.280,-2.280,20.520,4.560,0.000,20.520
8151,0.205521,12.000,9.000,17.000,11.000,9.000,18.000,6.840,0.000,18.240,4.560,0.000,20.520
8156,0.199456,10.000,9.000,17.000,11.000,9.000,18.000,2.280,0.000,18.240,4.560,0.000,20.520
8157,0.209113,11.000,8.000,17.000,11.000,9.000,18.000,4.560,-2.280,18.240,4.560,0.000,20.520
8160,0.202948,10.000,10.000,18.000,9.000,10.000,17.000,2.280,2.280,20.520,0.000,2.280,18.240
8164,0.208526,10.000,10.000,18.000,10.000,9.000,17.000,2.280,2.280,20.520,2.280,0.000,18.240
8170,0.205849,10.000,8.000,18.000,9.000,9.000,18.000,2.280,-2.280,20.520,0.000,0.000,20.520
8173,0.204471,10.000,9.000,17.000,9.000,10.000,17.000,2.280,0.000,18.240,0.000,2.280,18.240
8175,0.204812,10.000,9.000,17.000,9.000,9.000,18.000,2.280,0.000,18.240,0.000,0.000,20.520
8181,0.203048,9.000,8.000,17.000,9.000,9.000,18.000,0.000,-2.280,18.240,0.000,0.000,20.520
8258,0.204628,0.000,10.000,16.000,1.000,10.000,17.000,-20.520,2.280,15.960,-18.240,2.280,18.240
8265,0.198121,0.000,10.000,16.000,0.000,9.000,17.000,-20.520,2.280,15.960,-20.520,0.000,18.240
8389,0.202502,8.000,10.000,16.000,9.000,9.000,16.000,-2.280,2.280,15.960,0.000,0.000,15.960
8442,1.186899,6.000,9.000,15.000,5.000,9.000,14.000,-6.840,0.000,13.680,-9.120,0.000,11.400
8477,0.208400,0.000,10.000,16.000,1.000,10.000,15.000,-20.520,2.280,15.960,-18.240,2.280,13.680
8484,0.202077,0.000,10.000,16.000,0.000,9.000,15.000,-20.520,2.280,15.960,-20.520,0.000,13.680
8616,0.201068,8.000,9.000,13.000,9.000,10.000,13.000,-2.280,0.000,9.120,0.000,2.280,9.120
8657,0.203590,4.000,10.000,14.000,5.000,9.000,14.000,-11.400,2.280,11.400,-9.120,0.000,11.400
8734,0.205336,18.000,8.000,12.000,17.000,9.000,12.000,20.520,-2.280,6.840,18.240,0.000,6.840
8764,1.184588,14.000,9.000,11.000,15.000,10.000,11.000,11.400,0.000,4.560,13.680,2.280,4.560
8823,1.182304,10.000,10.000,10.000,9.000,10.000,11.000,2.280,2.280,2.280,0.000,2.280,4.560
8936,0.196473,0.000,9.000,11.000,1.000,10.000,11.000,-20.520,0.000,4.560,-18.240,2.280,4.560
8956,0.202620,17.000,8.000,9.000,18.000,9.000,9.000,18.240,-2.280,0.000,20.520,0.000,0.000
8976,0.200991,16.000,10.000,10.000,15.000,9.000,10.000,15.960,2.280,2.280,13.680,0.000,2.280
9273,1.188291,10.000,9.000,7.000,9.000,10.000,7.000,2.280,0.000,-4.560,0.000,2.280,-4.560
9303,1.180971,7.000,10.000,7.000,7.000,9.000,8.000,-4.560,2.280,-4.560,-4.560,0.000,-2.280
9329,1.187985,5.000,8.000,7.000,5.000,9.000,8.000,-9.120,-2.280,-4.560,-9.120,0.000,-2.280
9597,1.183287,0.000,9.000,5.000,1.000,9.000,4.000,-20.520,0.000,-9.120,-18.240,0.000,-11.400
9616,0.199931,17.000,8.000,3.000,18.000,9.000,3.000,18.240,-2.280,-13.680,20.520,0.000,-13.680
9663,0.199371,12.000,8.000,4.000,13.000,9.000,4.000,6.840,-2.280,-11.400,9.120,0.000,-11.400
9709,0.206316,8.000,10.000,4.000,9.000,9.000,4.000,-2.280,2.280,-11.400,0.000,0.000,-11.400
9712,0.203075,9.000,8.000,3.000,10.000,9.000,3.000,0.000,-2.280,-13.680,2.280,0.000,-13.680
9735,0.202373,6.000,8.000,4.000,7.000,9.000,4.000,-6.840,-2.280,-11.400,-4.560,0.000,-11.400
9778,1.186168,4.000,8.000,2.000,4.000,9.000,3.000,-11.400,-2.280,-15.960,-11.400,0.000,-13.680
10003,1.187230,4.000,8.000,2.000,5.000,9.000,2.000,-11.400,-2.280,-15.960,-9.120,0.000,-15.960
10027,1.182237,4.000,8.000,2.000,4.000,9.000,1.000,-11.400,-2.280,-15.960,-11.400,0.000,-18.240
10030,1.183752,4.000,8.000,2.000,3.000,9.000,2.000,-11.400,-2.280,-15.960,-13.680,0.000,-15.960
10112,0.201873,16.000,8.000,18.000,15.000,7.000,18.000,15.960,-2.280,20.520,13.680,-4.560,20.520
10120,0.202346,14.000,7.000,17.000,15.000,8.000,17.000,11.400,-4.560,18.240,13.680,-2.280,18.240
10177,0.206253,8.000,8.000,18.000,9.000,8.000,17.000,-2.280,-2.280,20.520,0.000,-2.280,18.240
10215,0.199254,8.000,7.000,17.000,7.000,7.000,18.000,-2.280,-4.560,18.240,-4.560,-4.560,20.520
10260,0.195646,3.000,6.000,17.000,4.000,7.000,17.000,-13.680,-6.840,18.240,-11.400,-4.560,18.240
10298,1.187436,1.000,6.000,17.000,1.000,7.000,16.000,-18.240,-6.840,18.240,-18.240,-4.560,15.960
10340,0.202909,14.000,7.000,15.000,15.000,8.000,15.000,11.400,-4.560,13.680,13.680,-2.280,13.680
10408,0.196848,9.000,6.000,15.000,10.000,7.000,15.000,0.000,-6.840,13.680,2.280,-4.560,13.680
10651,0.201846,6.000,6.000,14.000,7.000,7.000,14.000,-6.840,-6.840,11.400,-4.560,-4.560,11.400
10944,0.207710,2.000,8.000,12.000,1.000,7.000,12.000,-15.960,-2.280,6.840,-18.240,-4.560,6.840
10948,1.179489,1.000,6.000,11.000,2.000,7.000,11.000,-18.240,-6.840,4.560,-15.960,-4.560,4.560
10969,0.205034,16.000,8.000,10.000,17.000,7.000,10.000,15.960,-2.280,2.280,18.240,-4.560,2.280
11091,0.211383,6.000,6.000,10.000,7.000,7.000,10.000,-6.840,-6.840,2.280,-4.560,-4.560,2.280
11237,0.203225,12.000,8.000,8.000,13.000,7.000,8.000,6.840,-2.280,-2.280,9.120,-4.560,-2.280
11555,0.201677,4.000,6.000,6.000,5.000,7.000,6.000,-11.400,-6.840,-6.840,-9.120,-4.560,-6.840
11650,1.186413,16.000,6.000,2.000,16.000,7.000,3.000,15.960,-6.840,-15.960,15.960,-4.560,-13.680
11681,0.198226,14.000,7.000,3.000,13.000,8.000,3.000,11.400,-4.560,-13.680,9.120,-2.280,-13.680
11708,0.206224,10.000,7.000,3.000,11.000,8.000,3.000,2.280,-4.560,-13.680,4.560,-2.280,-13.680
11766,1.179806,4.000,8.000,2.000,5.000,8.000,3.000,-11.400,-2.280,-15.960,-9.120,-2.280,-13.680
11791,1.188299,4.000,8.000,2.000,3.000,8.000,3.000,-11.400,-2.280,-15.960,-13.680,-2.280,-13.680
11793,1.187002,4.000,8.000,2.000,4.000,7.000,3.000,-11.400,-2.280,-15.960,-11.400,-4.560,-13.680
11801,0.201577,4.000,7.000,3.000,3.000,8.000,3.000,-11.400,-4.560,-13.680,-13.680,-2.280,-13.680
11851,1.185828,16.000,6.000,2.000,17.000,7.000,2.000,15.960,-6.840,-15.960,18.240,-4.560,-15.960
11875,1.187678,16.000,6.000,2.000,16.000,7.000,1.000,15.960,-6.840,-15.960,15.960,-4.560,-18.240
11878,1.187072,16.000,6.000,2.000,15.000,7.000,2.000,15.960,-6.840,-15.960,13.680,-4.560,-15.960
11963,1.184145,8.000,6.000,2.000,9.000,7.000,2.000,-2.280,-6.840,-15.960,0.000,-4.560,-15.960
11984,1.180886,8.000,8.000,2.000,8.000,7.000,1.000,-2.280,-2.280,-15.960,-2.280,-4.560,-18.240
11991,0.207923,6.000,6.000,2.000,7.000,7.000,2.000,-6.840,-6.840,-15.960,-4.560,-4.560,-15.960
12009,1.185183,4.000,8.000,2.000,5.000,8.000,1.000,-11.400,-2.280,-15.960,-9.120,-2.280,-18.240
12017,1.180987,4.000,8.000,2.000,5.000,7.000,2.000,-11.400,-2.280,-15.960,-9.120,-4.560,-15.960
12036,1.184112,4.000,8.000,2.000,3.000,8.000,1.000,-11.400,-2.280,-15.960,-13.680,-2.280,-18.240
12040,1.185716,4.000,8.000,2.000,4.000,7.000,1.000,-11.400,-2.280,-15.960,-11.400,-4.560,-18.240
12044,1.189279,4.000,8.000,2.000,3.000,7.000,2.000,-11.400,-2.280,-15.960,-13.680,-4.560,-15.960
12156,0.204706,13.000,4.000,17.000,14.000,5.000,17.000,9.120,-11.400,18.240,11.400,-9.120,18.240
12281,1.186084,2.000,5.000,17.000,3.000,5.000,16.000,-15.960,-9.120,18.240,-13.680,-9.120,15.960
12286,1.187474,3.000,4.000,17.000,3.000,5.000,16.000,-13.680,-11.400,18.240,-13.680,-9.120,15.960
12328,0.199250,17.000,4.000,15.000,18.000,5.000,15.000,18.240,-11.400,13.680,20.520,-9.120,13.680
12352,0.197377,15.000,4.000,15.000,16.000,5.000,15.000,13.680,-11.400,13.680,15.960,-9.120,13.680
12399,0.203277,10.000,4.000,16.000,11.000,5.000,16.000,2.280,-11.400,15.960,4.560,-9.120,15.960
12488,1.185000,4.000,6.000,16.000,4.000,5.000,15.000,-11.400,-6.840,15.960,-11.400,-9.120,13.680
12497,0.199895,4.000,5.000,15.000,3.000,6.000,15.000,-11.400,-9.120,13.680,-13.680,-6.840,13.680
12569,0.206597,14.000,6.000,14.000,15.000,5.000,14.000,11.400,-6.840,11.400,13.680,-9.120,11.400
12578,0.203671,14.000,5.000,13.000,15.000,4.000,13.000,11.400,-9.120,9.120,13.680,-11.400,9.120
12619,1.188284,10.000,4.000,14.000,11.000,5.000,14.000,2.280,-11.400,11.400,4.560,-9.120,11.400
12639,1.187200,10.000,4.000,14.000,10.000,5.000,13.000,2.280,-11.400,11.400,2.280,-9.120,9.120
12709,1.183351,4.000,6.000,12.000,4.000,5.000,13.000,-11.400,-6.840,6.840,-11.400,-9.120,9.120
12742,0.208307,2.000,4.000,14.000,1.000,5.000,14.000,-15.960,-11.400,11.400,-18.240,-9.120,11.400
12960,0.204601,2.000,6.000,12.000,1.000,5.000,12.000,-15.960,-6.840,6.840,-18.240,-9.120,6.840
12984,0.207142,18.000,6.000,10.000,17.000,5.000,10.000,20.520,-6.840,2.280,18.240,-9.120,2.280
13016,0.203031,14.000,5.000,9.000,15.000,6.000,9.000,11.400,-9.120,0.000,13.680,-6.840,0.000
13061,1.183618,12.000,5.000,9.000,11.000,6.000,9.000,6.840,-9.120,0.000,4.560,-6.840,0.000
13107,0.203323,6.000,4.000,10.000,7.000,5.000,10.000,-6.840,-11.400,2.280,-4.560,-9.120,2.280
13232,1.186485,15.000,4.000,7.000,16.000,5.000,7.000,13.680,-11.400,-4.560,15.960,-9.120,-4.560
13345,1.181645,6.000,6.000,6.000,6.000,5.000,7.000,-6.840,-6.840,-6.840,-6.840,-9.120,-4.560
13449,0.204087,14.000,6.000,6.000,15.000,5.000,6.000,11.400,-6.840,-6.840,13.680,-9.120,-6.840
13452,1.178947,15.000,4.000,5.000,16.000,5.000,5.000,13.680,-11.400,-9.120,15.960,-9.120,-9.120
13638,1.187850,16.000,6.000,2.000,17.000,6.000,3.000,15.960,-6.840,-15.960,18.240,-6.840,-13.680
13644,0.204381,18.000,6.000,4.000,17.000,5.000,4.000,20.520,-6.840,-11.400,18.240,-9.120,-11.400
13663,1.186667,16.000,6.000,2.000,15.000,6.000,3.000,15.960,-6.840,-15.960,13.680,-6.840,-13.680
13665,1.186933,16.000,6.000,2.000,16.000,5.000,3.000,15.960,-6.840,-15.960,15.960,-9.120,-13.680
13857,1.190641,16.000,6.000,2.000,17.000,6.000,1.000,15.960,-6.840,-15.960,18.240,-6.840,-18.240
13865,1.186610,16.000,6.000,2.000,17.000,5.000,2.000,15.960,-6.840,-15.960,18.240,-9.120,-15.960
13884,1.183899,16.000,6.000,2.000,15.000,6.000,1.000,15.960,-6.840,-15.960,13.680,-6.840,-18.240
13888,1.191468,16.000,6.000,2.000,16.000,5.000,1.000,15.960,-6.840,-15.960,15.960,-9.120,-18.240
13892,1.186844,16.000,6.000,2.000,15.000,5.000,2.000,15.960,-6.840,-15.960,13.680,-9.120,-15.960
13921,0.204797,12.000,6.000,2.000,13.000,5.000,2.000,6.840,-6.840,-15.960,9.120,-9.120,-15.960
14074,0.199905,2.000,5.000,1.000,3.000,4.000,1.000,-15.960,-9.120,-18.240,-13.680,-11.400,-18.240
14104,0.202525,0.000,5.000,1.000,1.000,6.000,1.000,-20.520,-9.120,-18.240,-18.240,-6.840,-18.240
14119,1.183084,18.000,2.000,18.000,18.000,3.000,17.000,20.520,-15.960,20.520,20.520,-13.680,18.240
14210,1.186010,8.000,4.000,16.000,9.000,4.000,17.000,-2.280,-11.400,15.960,0.000,-11.400,18.240
14292,0.205395,3.000,2.000,17.000,4.000,3.000,17.000,-13.680,-15.960,18.240,-11.400,-13.680,18.240
14295,0.201369,4.000,3.000,17.000,3.000,3.000,18.000,-11.400,-13.680,18.240,-13.680,-13.680,20.520
14296,1.183410,2.000,3.000,17.000,3.000,4.000,17.000,-15.960,-13.680,18.240,-13.680,-11.400,18.240
14297,1.185849,2.000,3.000,17.000,3.000,3.000,16.000,-15.960,-13.680,18.240,-13.680,-13.680,15.960
14487,0.204058,4.000,2.000,16.000,5.000,3.000,16.000,-11.400,-15.960,15.960,-9.120,-13.680,15.960
14488,0.200895,5.000,2.000,15.000,6.000,3.000,15.000,-9.120,-15.960,13.680,-6.840,-13.680,13.680
14576,1.187055,16.000,4.000,14.000,15.000,4.000,13.000,15.960,-11.400,11.400,13.680,-11.400,9.120
14625,1.185125,10.000,4.000,14.000,11.000,4.000,13.000,2.280,-11.400,11.400,4.560,-11.400,9.120
14634,0.204017,12.000,2.000,14.000,11.000,3.000,14.000,6.840,-15.960,11.400,4.560,-13.680,11.400
14637,1.183191,12.000,3.000,13.000,11.000,4.000,13.000,6.840,-13.680,9.120,4.560,-11.400,9.120
14885,0.201491,8.000,3.000,11.000,9.000,3.000,10.000,-2.280,-13.680,4.560,0.000,-13.680,2.280
14893,0.196629,6.000,4.000,12.000,7.000,4.000,11.000,-6.840,-11.400,6.840,-4.560,-11.400,4.560
14927,0.202742,4.000,2.000,12.000,5.000,3.000,12.000,-11.400,-15.960,6.840,-9.120,-13.680,6.840
15079,0.206344,12.000,3.000,9.000,11.000,3.000,10.000,6.840,-13.680,0.000,4.560,-13.680,2.280
15105,0.207637,8.000,3.000,9.000,9.000,3.000,8.000,-2.280,-13.680,0.000,0.000,-13.680,-2.280
15122,0.202644,8.000,2.000,10.000,7.000,3.000,10.000,-2.280,-15.960,2.280,-4.560,-13.680,2.280
15294,0.206906,12.000,2.000,8.000,11.000,3.000,8.000,6.840,-15.960,-2.280,4.560,-13.680,-2.280
15386,1.187727,4.000,2.000,6.000,4.000,3.000,7.000,-11.400,-15.960,-6.840,-11.400,-13.680,-4.560
15629,1.182369,2.000,4.000,4.000,2.000,3.000,5.000,-15.960,-11.400,-11.400,-15.960,-13.680,-9.120
15660,0.202075,18.000,4.000,4.000,17.000,3.000,4.000,20.520,-11.400,-11.400,18.240,-13.680,-11.400
15689,0.198660,16.000,3.000,3.000,15.000,4.000,3.000,15.960,-13.680,-13.680,13.680,-11.400,-13.680
15712,1.178715,13.000,2.000,3.000,14.000,3.000,3.000,9.120,-15.960,-13.680,11.400,-13.680,-13.680
15759,0.204940,8.000,2.000,4.000,9.000,3.000,4.000,-2.280,-15.960,-11.400,0.000,-13.680,-11.400
15939,1.178774,12.000,2.000,2.000,13.000,3.000,2.000,6.840,-15.960,-15.960,9.120,-13.680,-15.960
15992,0.200474,10.000,4.000,2.000,9.000,3.000,2.000,2.280,-11.400,-15.960,0.000,-13.680,-15.960
16624,0.205951,2.000,2.000,16.000,1.000,1.000,16.000,-15.960,-15.960,15.960,-18.240,-18.240,15.960
16714,0.208568,14.000,1.000,13.000,13.000,1.000,12.000,11.400,-18.240,9.120,9.120,-18.240,6.840
16820,1.183965,6.000,2.000,14.000,5.000,1.000,14.000,-6.840,-15.960,11.400,-9.120,-18.240,11.400
17007,1.186945,11.000,2.000,11.000,11.000,1.000,10.000,4.560,-15.960,4.560,4.560,-18.240,2.280
17107,0.205548,2.000,0.000,12.000,3.000,1.000,12.000,-15.960,-20.520,6.840,-13.680,-18.240,6.840
17108,0.203204,3.000,0.000,11.000,4.000,1.000,11.000,-13.680,-20.520,4.560,-11.400,-18.240,4.560
17248,0.201345,12.000,2.000,10.000,11.000,1.000,10.000,6.840,-15.960,2.280,4.560,-18.240,2.280
17533,0.201730,8.000,2.000,8.000,9.000,1.000,8.000,-2.280,-15.960,-2.280,0.000,-18.240,-2.280
17562,1.186417,8.000,0.000,8.000,7.000,1.000,8.000,-2.280,-20.520,-2.280,-4.560,-18.240,-2.280
17607,1.185930,4.000,2.000,6.000,3.000,2.000,7.000,-11.400,-15.960,-6.840,-13.680,-15.960,-4.560
