strut_id,midpoint_surface_gap_mm,x0_json,y0_json,z0_json,x1_json,y1_json,z1_json,x0_stl_mm,y0_stl_mm,z0_stl_mm,x1_stl_mm,y1_stl_mm,z1_stl_mm
4383,0.203116,12.000,2.000,6.000,11.000,2.000,5.000,6.840,-15.960,-6.840,4.560,-15.960,-9.120
4403,0.210758,12.000,2.000,6.000,12.000,3.000,5.000,6.840,-15.960,-6.840,6.840,-13.680,-9.120
4406,0.204800,12.000,2.000,6.000,13.000,2.000,5.000,6.840,-15.960,-6.840,9.120,-15.960,-9.120
4661,0.208335,15.000,4.000,5.000,15.000,5.000,6.000,13.680,-11.400,-9.120,13.680,-9.120,-6.840
4747,0.207089,4.000,6.000,6.000,4.000,7.000,5.000,-11.400,-6.840,-6.840,-11.400,-4.560,-9.120
4752,0.199080,4.000,7.000,5.000,5.000,7.000,6.000,-11.400,-4.560,-9.120,-9.120,-4.560,-6.840
4931,0.207927,1.000,8.000,5.000,1.000,9.000,4.000,-18.240,-2.280,-9.120,-18.240,0.000,-11.400
4950,0.203265,2.000,9.000,5.000,3.000,10.000,5.000,-15.960,0.000,-9.120,-13.680,2.280,-9.120
5066,0.204267,12.000,8.000,6.000,13.000,8.000,5.000,6.840,-2.280,-6.840,9.120,-2.280,-9.120
5120,0.198333,16.000,9.000,5.000,17.000,9.000,6.000,15.960,0.000,-9.120,18.240,0.000,-6.840
5223,0.205946,7.000,10.000,5.000,7.000,11.000,4.000,-4.560,2.280,-9.120,-4.560,4.560,-11.400
5621,0.198410,6.000,14.000,4.000,5.000,15.000,4.000,-6.840,11.400,-11.400,-9.120,13.680,-11.400
5876,0.205278,6.000,16.000,4.000,7.000,17.000,4.000,-6.840,15.960,-11.400,-4.560,18.240,-11.400
6058,0.204621,0.000,0.000,8.000,1.000,0.000,7.000,-20.520,-20.520,-2.280,-18.240,-20.520,-4.560
6170,0.204122,12.000,2.000,6.000,11.000,1.000,6.000,6.840,-15.960,-6.840,4.560,-18.240,-6.840
6195,0.202777,12.000,2.000,6.000,13.000,1.000,6.000,6.840,-15.960,-6.840,9.120,-18.240,-6.840
6197,0.201247,12.000,2.000,6.000,12.000,1.000,7.000,6.840,-15.960,-6.840,6.840,-18.240,-4.560
6234,0.201148,16.000,1.000,7.000,15.000,1.000,8.000,15.960,-18.240,-4.560,13.680,-18.240,-2.280
6389,0.204321,12.000,2.000,6.000,11.000,3.000,6.000,6.840,-15.960,-6.840,4.560,-13.680,-6.840
6397,0.208537,12.000,2.000,6.000,11.000,2.000,7.000,6.840,-15.960,-6.840,4.560,-15.960,-4.560
6412,0.200800,12.000,2.000,6.000,13.000,3.000,6.000,6.840,-15.960,-6.840,9.120,-13.680,-6.840
6416,0.205740,12.000,2.000,6.000,12.000,3.000,7.000,6.840,-15.960,-6.840,6.840,-13.680,-4.560
6420,0.202834,12.000,2.000,6.000,13.000,2.000,7.000,6.840,-15.960,-6.840,9.120,-15.960,-4.560
6585,0.201179,10.000,4.000,6.000,9.000,5.000,6.000,2.280,-11.400,-6.840,0.000,-9.120,-6.840
6615,0.211094,10.000,4.000,8.000,10.000,5.000,7.000,2.280,-11.400,-2.280,2.280,-9.120,-4.560
6670,0.200489,14.000,5.000,7.000,15.000,6.000,7.000,11.400,-9.120,-4.560,13.680,-6.840,-4.560
6700,0.198866,18.000,5.000,7.000,17.000,5.000,6.000,20.520,-9.120,-4.560,18.240,-9.120,-6.840
7123,0.210922,16.000,10.000,6.000,17.000,9.000,6.000,15.960,2.280,-6.840,18.240,0.000,-6.840
7207,0.201124,6.000,10.000,8.000,5.000,10.000,7.000,-6.840,2.280,-2.280,-9.120,2.280,-4.560
7225,0.209666,6.000,12.000,6.000,6.000,11.000,7.000,-6.840,6.840,-6.840,-6.840,4.560,-4.560
7420,0.209323,4.000,12.000,6.000,4.000,13.000,7.000,-11.400,6.840,-6.840,-11.400,9.120,-4.560
7452,0.208572,6.000,13.000,7.000,7.000,13.000,8.000,-6.840,9.120,-4.560,-4.560,9.120,-2.280
7458,0.205081,8.000,13.000,7.000,7.000,13.000,8.000,-2.280,9.120,-4.560,-4.560,9.120,-2.280
7461,0.200974,7.000,12.000,7.000,7.000,13.000,8.000,-4.560,6.840,-4.560,-4.560,9.120,-2.280
7462,0.209473,7.000,14.000,7.000,7.000,13.000,8.000,-4.560,11.400,-4.560,-4.560,9.120,-2.280
7504,0.208655,12.000,13.000,7.000,11.000,13.000,6.000,6.840,9.120,-4.560,4.560,9.120,-6.840
7505,0.208552,12.000,13.000,7.000,11.000,14.000,7.000,6.840,9.120,-4.560,4.560,11.400,-4.560
7506,0.201617,12.000,13.000,7.000,11.000,13.000,8.000,6.840,9.120,-4.560,4.560,9.120,-2.280
7508,0.201680,11.000,12.000,7.000,12.000,13.000,7.000,4.560,6.840,-4.560,6.840,9.120,-4.560
7516,0.210905,12.000,12.000,6.000,12.000,13.000,7.000,6.840,6.840,-6.840,6.840,9.120,-4.560
7517,0.212020,12.000,14.000,6.000,12.000,13.000,7.000,6.840,11.400,-6.840,6.840,9.120,-4.560
7518,0.207686,12.000,14.000,8.000,12.000,13.000,7.000,6.840,11.400,-2.280,6.840,9.120,-4.560
7519,0.209093,12.000,12.000,8.000,12.000,13.000,7.000,6.840,6.840,-2.280,6.840,9.120,-4.560
7524,0.207041,12.000,13.000,7.000,13.000,13.000,8.000,6.840,9.120,-4.560,9.120,9.120,-2.280
7525,0.203205,12.000,13.000,7.000,13.000,13.000,6.000,6.840,9.120,-4.560,9.120,9.120,-6.840
7526,0.207209,12.000,13.000,7.000,13.000,14.000,7.000,6.840,9.120,-4.560,9.120,11.400,-4.560
7527,0.203763,12.000,13.000,7.000,13.000,12.000,7.000,6.840,9.120,-4.560,9.120,6.840,-4.560
7550,0.203578,14.000,13.000,7.000,15.000,14.000,7.000,11.400,9.120,-4.560,13.680,11.400,-4.560
7706,0.206449,9.000,16.000,7.000,9.000,15.000,8.000,0.000,15.960,-4.560,0.000,13.680,-2.280
7816,0.200026,0.000,16.000,6.000,1.000,16.000,7.000,-20.520,15.960,-6.840,-18.240,15.960,-4.560
8072,0.208893,0.000,0.000,8.000,1.000,0.000,9.000,-20.520,-20.520,-2.280,-18.240,-20.520,0.000
8098,0.198461,2.000,0.000,10.000,3.000,0.000,9.000,-15.960,-20.520,2.280,-13.680,-20.520,0.000
8114,0.204387,6.000,2.000,8.000,5.000,1.000,8.000,-6.840,-15.960,-2.280,-9.120,-18.240,-2.280
8442,0.205958,12.000,3.000,9.000,13.000,4.000,9.000,6.840,-13.680,0.000,9.120,-11.400,0.000
8624,0.205294,10.000,4.000,8.000,11.000,5.000,8.000,2.280,-11.400,-2.280,4.560,-9.120,-2.280
8625,0.207064,12.000,4.000,8.000,11.000,5.000,8.000,6.840,-11.400,-2.280,4.560,-9.120,-2.280
8645,0.202409,11.000,4.000,9.000,11.000,5.000,10.000,4.560,-11.400,0.000,4.560,-9.120,2.280
8823,0.199692,8.000,8.000,8.000,9.000,7.000,8.000,-2.280,-2.280,-2.280,0.000,-4.560,-2.280
8879,0.201381,14.000,6.000,10.000,13.000,6.000,9.000,11.400,-6.840,2.280,9.120,-6.840,0.000
9224,0.205111,4.000,11.000,9.000,5.000,11.000,10.000,-11.400,4.560,0.000,-9.120,4.560,2.280
9273,0.197344,8.000,11.000,9.000,9.000,11.000,8.000,-2.280,4.560,0.000,0.000,4.560,-2.280
9303,0.204073,11.000,10.000,9.000,11.000,11.000,8.000,4.560,2.280,0.000,4.560,4.560,-2.280
9329,0.209108,13.000,10.000,9.000,13.000,11.000,10.000,9.120,2.280,0.000,9.120,4.560,2.280
9456,0.203752,6.000,12.000,8.000,7.000,13.000,8.000,-6.840,6.840,-2.280,-4.560,9.120,-2.280
9457,0.204492,8.000,12.000,8.000,7.000,13.000,8.000,-2.280,6.840,-2.280,-4.560,9.120,-2.280
9458,0.206169,8.000,14.000,8.000,7.000,13.000,8.000,-2.280,11.400,-2.280,-4.560,9.120,-2.280
9459,0.199869,6.000,14.000,8.000,7.000,13.000,8.000,-6.840,11.400,-2.280,-4.560,9.120,-2.280
9469,0.201878,6.000,13.000,9.000,7.000,13.000,8.000,-6.840,9.120,0.000,-4.560,9.120,-2.280
9472,0.207061,8.000,13.000,9.000,7.000,13.000,8.000,-2.280,9.120,0.000,-4.560,9.120,-2.280
9475,0.203143,7.000,12.000,9.000,7.000,13.000,8.000,-4.560,6.840,0.000,-4.560,9.120,-2.280
9479,0.202178,7.000,14.000,9.000,7.000,13.000,8.000,-4.560,11.400,0.000,-4.560,9.120,-2.280
9778,0.199911,14.000,16.000,10.000,14.000,15.000,9.000,11.400,15.960,2.280,11.400,13.680,0.000
9804,0.202341,18.000,14.000,8.000,18.000,15.000,9.000,20.520,11.400,-2.280,20.520,13.680,0.000
10003,0.204390,14.000,16.000,10.000,13.000,16.000,9.000,11.400,15.960,2.280,9.120,15.960,0.000
10027,0.208331,14.000,16.000,10.000,14.000,17.000,9.000,11.400,15.960,2.280,11.400,18.240,0.000
10030,0.197778,14.000,16.000,10.000,15.000,16.000,9.000,11.400,15.960,2.280,13.680,15.960,0.000
10298,0.209047,17.000,2.000,11.000,17.000,1.000,12.000,18.240,-15.960,4.560,18.240,-18.240,6.840
10336,0.203638,2.000,3.000,11.000,3.000,3.000,12.000,-15.960,-13.680,4.560,-13.680,-13.680,6.840
10432,0.204129,10.000,3.000,11.000,11.000,3.000,12.000,2.280,-13.680,4.560,4.560,-13.680,6.840
10571,0.205474,4.000,6.000,10.000,5.000,5.000,10.000,-11.400,-6.840,2.280,-9.120,-9.120,2.280
10884,0.197125,12.000,6.000,10.000,13.000,7.000,10.000,6.840,-6.840,2.280,9.120,-4.560,2.280
10948,0.196920,16.000,7.000,11.000,17.000,7.000,12.000,15.960,-4.560,4.560,18.240,-4.560,6.840
11287,0.200878,10.000,10.000,12.000,9.000,10.000,11.000,2.280,2.280,6.840,0.000,2.280,4.560
11650,0.210502,2.000,16.000,12.000,2.000,15.000,11.000,-15.960,15.960,6.840,-15.960,13.680,4.560
11736,0.207884,9.000,14.000,11.000,10.000,15.000,11.000,0.000,11.400,4.560,2.280,13.680,4.560
11766,0.199183,14.000,16.000,10.000,13.000,15.000,10.000,11.400,15.960,2.280,9.120,13.680,2.280
11791,0.198222,14.000,16.000,10.000,15.000,15.000,10.000,11.400,15.960,2.280,13.680,13.680,2.280
11793,0.207990,14.000,16.000,10.000,14.000,15.000,11.000,11.400,15.960,2.280,11.400,13.680,4.560
11829,0.197215,16.000,15.000,11.000,17.000,15.000,10.000,15.960,13.680,4.560,18.240,13.680,2.280
11841,0.205325,2.000,16.000,10.000,1.000,17.000,10.000,-15.960,15.960,2.280,-18.240,18.240,2.280
11851,0.200184,2.000,16.000,12.000,1.000,16.000,11.000,-15.960,15.960,6.840,-18.240,15.960,4.560
11875,0.207925,2.000,16.000,12.000,2.000,17.000,11.000,-15.960,15.960,6.840,-15.960,18.240,4.560
11878,0.198583,2.000,16.000,12.000,3.000,16.000,11.000,-15.960,15.960,6.840,-13.680,15.960,4.560
11963,0.206471,10.000,16.000,12.000,9.000,16.000,11.000,2.280,15.960,6.840,0.000,15.960,4.560
11984,0.209722,10.000,16.000,10.000,10.000,17.000,11.000,2.280,15.960,2.280,2.280,18.240,4.560
12009,0.205448,14.000,16.000,10.000,13.000,17.000,10.000,11.400,15.960,2.280,9.120,18.240,2.280
12017,0.198578,14.000,16.000,10.000,13.000,16.000,11.000,11.400,15.960,2.280,9.120,15.960,4.560
12036,0.197871,14.000,16.000,10.000,15.000,17.000,10.000,11.400,15.960,2.280,13.680,18.240,2.280
12040,0.208474,14.000,16.000,10.000,14.000,17.000,11.000,11.400,15.960,2.280,11.400,18.240,4.560
12044,0.207853,14.000,16.000,10.000,15.000,16.000,11.000,11.400,15.960,2.280,13.680,15.960,4.560
12281,0.205740,16.000,1.000,13.000,15.000,2.000,13.000,15.960,-18.240,9.120,13.680,-15.960,9.120
12286,0.207836,15.000,2.000,13.000,15.000,1.000,14.000,13.680,-15.960,9.120,13.680,-18.240,11.400
12488,0.203528,14.000,2.000,12.000,14.000,3.000,13.000,11.400,-15.960,6.840,11.400,-13.680,9.120
12493,0.202253,16.000,2.000,12.000,15.000,2.000,13.000,15.960,-15.960,6.840,13.680,-15.960,9.120
12639,0.205501,8.000,4.000,14.000,8.000,5.000,13.000,-2.280,-11.400,11.400,-2.280,-9.120,9.120
12709,0.211013,14.000,6.000,12.000,14.000,5.000,13.000,11.400,-6.840,6.840,11.400,-9.120,9.120
12852,0.207485,8.000,6.000,12.000,9.000,7.000,12.000,-2.280,-6.840,6.840,0.000,-4.560,6.840
12909,0.203447,14.000,6.000,12.000,13.000,6.000,13.000,11.400,-6.840,6.840,9.120,-6.840,9.120
13061,0.202530,6.000,9.000,13.000,7.000,9.000,12.000,-6.840,0.000,9.120,-4.560,0.000,6.840
13074,0.194557,10.000,10.000,12.000,9.000,9.000,12.000,2.280,2.280,6.840,0.000,0.000,6.840
13084,0.205830,8.000,9.000,13.000,9.000,9.000,14.000,-2.280,0.000,9.120,0.000,0.000,11.400
13345,0.209512,12.000,12.000,12.000,12.000,11.000,13.000,6.840,6.840,6.840,6.840,4.560,9.120
13452,0.206567,2.000,13.000,13.000,3.000,13.000,14.000,-15.960,9.120,9.120,-13.680,9.120,11.400
13638,0.203397,2.000,16.000,12.000,1.000,15.000,12.000,-15.960,15.960,6.840,-18.240,13.680,6.840
13663,0.201229,2.000,16.000,12.000,3.000,15.000,12.000,-15.960,15.960,6.840,-13.680,13.680,6.840
13665,0.210030,2.000,16.000,12.000,2.000,15.000,13.000,-15.960,15.960,6.840,-15.960,13.680,9.120
13732,0.197238,8.000,14.000,12.000,9.000,15.000,12.000,-2.280,11.400,6.840,0.000,13.680,6.840
13857,0.200920,2.000,16.000,12.000,1.000,17.000,12.000,-15.960,15.960,6.840,-18.240,18.240,6.840
13865,0.198407,2.000,16.000,12.000,1.000,16.000,13.000,-15.960,15.960,6.840,-18.240,15.960,9.120
13884,0.201816,2.000,16.000,12.000,3.000,17.000,12.000,-15.960,15.960,6.840,-13.680,18.240,6.840
13888,0.211158,2.000,16.000,12.000,2.000,17.000,13.000,-15.960,15.960,6.840,-15.960,18.240,9.120
13892,0.200683,2.000,16.000,12.000,3.000,16.000,13.000,-15.960,15.960,6.840,-13.680,15.960,9.120
14119,0.199197,0.000,0.000,16.000,0.000,1.000,15.000,-20.520,-20.520,15.960,-20.520,-18.240,13.680
14210,0.206063,10.000,2.000,14.000,9.000,1.000,14.000,2.280,-15.960,11.400,0.000,-18.240,11.400
14224,0.201932,10.000,1.000,15.000,9.000,1.000,14.000,2.280,-18.240,13.680,0.000,-18.240,11.400
14271,0.204291,12.000,1.000,15.000,13.000,0.000,15.000,6.840,-18.240,13.680,9.120,-20.520,13.680
14296,0.196026,16.000,1.000,15.000,15.000,1.000,14.000,15.960,-18.240,13.680,13.680,-18.240,11.400
14297,0.206266,16.000,1.000,15.000,15.000,2.000,15.000,15.960,-18.240,13.680,13.680,-15.960,13.680
14370,0.204066,2.000,3.000,15.000,3.000,4.000,15.000,-15.960,-13.680,13.680,-13.680,-11.400,13.680
14576,0.199392,2.000,4.000,14.000,3.000,5.000,14.000,-15.960,-11.400,11.400,-13.680,-9.120,11.400
14625,0.203034,8.000,4.000,14.000,7.000,5.000,14.000,-2.280,-11.400,11.400,-4.560,-9.120,11.400
14637,0.203851,6.000,5.000,15.000,7.000,5.000,14.000,-6.840,-9.120,13.680,-4.560,-9.120,11.400
15076,0.201434,6.000,9.000,15.000,7.000,9.000,16.000,-6.840,0.000,13.680,-4.560,0.000,15.960
15170,0.204729,14.000,8.000,16.000,15.000,8.000,15.000,11.400,-2.280,15.960,13.680,-2.280,13.680
15386,0.206662,14.000,12.000,16.000,14.000,11.000,15.000,11.400,6.840,15.960,11.400,4.560,13.680
15538,0.206077,8.000,12.000,16.000,9.000,12.000,15.000,-2.280,6.840,15.960,0.000,6.840,13.680
15629,0.210747,16.000,14.000,14.000,16.000,13.000,15.000,15.960,11.400,11.400,15.960,9.120,13.680
15712,0.205899,4.000,15.000,15.000,5.000,15.000,16.000,-11.400,13.680,13.680,-9.120,13.680,15.960
15939,0.204167,6.000,16.000,16.000,5.000,16.000,15.000,-6.840,15.960,15.960,-9.120,15.960,13.680
16176,0.203674,4.000,1.000,17.000,3.000,1.000,16.000,-11.400,-18.240,18.240,-13.680,-18.240,15.960
16260,0.202070,10.000,1.000,17.000,9.000,1.000,16.000,2.280,-18.240,18.240,0.000,-18.240,15.960
16322,0.208289,13.000,2.000,17.000,13.000,1.000,18.000,9.120,-15.960,18.240,9.120,-18.240,20.520
16370,0.200559,16.000,0.000,18.000,17.000,0.000,17.000,15.960,-20.520,20.520,18.240,-20.520,18.240
16709,0.200620,6.000,4.000,16.000,5.000,4.000,17.000,-6.840,-11.400,15.960,-9.120,-11.400,18.240
16820,0.198411,12.000,4.000,16.000,13.000,4.000,17.000,6.840,-11.400,15.960,9.120,-11.400,18.240
16918,0.203200,2.000,7.000,17.000,1.000,7.000,18.000,-15.960,-4.560,18.240,-18.240,-4.560,20.520
16920,0.204312,1.000,6.000,17.000,2.000,7.000,17.000,-18.240,-6.840,18.240,-15.960,-4.560,18.240
16935,0.208888,2.000,6.000,18.000,2.000,7.000,17.000,-15.960,-6.840,20.520,-15.960,-4.560,18.240
16964,0.201070,4.000,6.000,16.000,5.000,6.000,17.000,-11.400,-6.840,15.960,-9.120,-6.840,18.240
17007,0.206778,7.000,8.000,17.000,7.000,7.000,16.000,-4.560,-2.280,18.240,-4.560,-4.560,15.960
17302,0.208526,10.000,10.000,18.000,10.000,9.000,17.000,2.280,2.280,20.520,2.280,0.000,18.240
17535,0.202948,10.000,10.000,18.000,9.000,10.000,17.000,2.280,2.280,20.520,0.000,2.280,18.240
17559,0.210028,10.000,10.000,18.000,10.000,11.000,17.000,2.280,2.280,20.520,2.280,4.560,18.240
17562,0.200159,10.000,10.000,18.000,11.000,10.000,17.000,2.280,2.280,20.520,4.560,2.280,18.240
17607,0.202604,14.000,12.000,16.000,15.000,11.000,16.000,11.400,6.840,15.960,13.680,4.560,15.960
17756,0.208567,6.000,12.000,16.000,6.000,13.000,17.000,-6.840,6.840,15.960,-6.840,9.120,18.240
17855,0.207869,13.000,12.000,17.000,13.000,13.000,16.000,9.120,6.840,18.240,9.120,9.120,15.960
17906,0.197259,16.000,12.000,18.000,17.000,12.000,17.000,15.960,6.840,20.520,18.240,6.840,18.240
18040,0.200431,8.000,14.000,16.000,8.000,15.000,17.000,-2.280,11.400,15.960,-2.280,13.680,18.240
18191,0.200749,2.000,16.000,18.000,1.000,16.000,17.000,-15.960,15.960,20.520,-18.240,15.960,18.240
