strut_id,defect_class,touches_excluded_nominal_plane,excluded_nominal_axis,excluded_nominal_value,x0_nominal,y0_nominal,z0_nominal,x1_nominal,y1_nominal,z1_nominal,same_material_component_connects_a_to_b,a_collar_foreground_fraction,b_collar_foreground_fraction,endpoint0_to_collar_component_voxel_count_in_corridor,endpoint1_to_collar_component_voxel_count_in_corridor,minimum_endpoint_to_collar_component_voxel_count_in_corridor,central_material_slice_fraction,a_side_material_slice_fraction,b_side_material_slice_fraction,longest_empty_run_slices,central_mean_foreground_fraction,central_reference_foreground_fraction_p90,central_minimum_foreground_fraction,central_minimum_smoothed_foreground_fraction,central_minimum_relative_to_reference,central_material_loss_fraction,central_deficit_cutoff_foreground_fraction,central_deficit_fraction,longest_deficit_run_samples,minimum_endpoint_collar_foreground_fraction,both_endpoint_segments_observed,reasons
1803,missing,True,y,18.0,4.0,18.0,2.0,3.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1828,missing,True,y,18.0,6.0,18.0,0.0,5.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1829,missing,True,y,18.0,4.0,18.0,0.0,5.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1830,missing,True,y,18.0,4.0,18.0,2.0,5.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1831,missing,True,y,18.0,6.0,18.0,2.0,5.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1856,missing,True,y,18.0,8.0,18.0,0.0,7.0,18.0,1.0,False,0.0221238938053,0.0796460176991,0,0,0,0.0,0.0,0.0,38,0.0016301816488122963,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0221238938053,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1857,missing,True,y,18.0,6.0,18.0,0.0,7.0,18.0,1.0,False,0.0,0.137168141593,0,0,0,0.05263157894736842,0.0,0.16666666666666666,36,0.005123428039124359,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1858,missing,True,y,18.0,6.0,18.0,2.0,7.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1859,missing,True,y,18.0,8.0,18.0,2.0,7.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1884,missing,True,y,18.0,10.0,18.0,0.0,9.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1885,missing,True,y,18.0,8.0,18.0,0.0,9.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1886,missing,True,y,18.0,8.0,18.0,2.0,9.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1887,missing,True,y,18.0,10.0,18.0,2.0,9.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1912,missing,True,y,18.0,12.0,18.0,0.0,11.0,18.0,1.0,False,0.0309734513274,0.0,824,0,0,0.0,0.0,0.0,33,0.0002681684097613301,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1913,missing,True,y,18.0,10.0,18.0,0.0,11.0,18.0,1.0,False,0.00442477876106,0.203539823009,926,0,0,0.08108108108108109,0.0,0.25,34,0.009567089213106911,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.00442477876106,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1914,missing,True,y,18.0,10.0,18.0,2.0,11.0,18.0,1.0,False,0.0,0.176991150442,0,0,0,0.05555555555555555,0.0,0.16666666666666666,34,0.00663716814159292,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1915,missing,True,y,18.0,12.0,18.0,2.0,11.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1940,missing,True,y,18.0,14.0,18.0,0.0,13.0,18.0,1.0,False,0.0442477876106,0.0,0,0,0,0.0,0.0,0.0,33,0.0013408420488066506,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1941,missing,True,y,18.0,12.0,18.0,0.0,13.0,18.0,1.0,False,0.0,0.181415929204,0,0,0,0.05405405405405406,0.0,0.16666666666666666,35,0.0071753169098301844,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1942,missing,True,y,18.0,12.0,18.0,2.0,13.0,18.0,1.0,False,0.0,0.159292035398,0,0,0,0.05555555555555555,0.0,0.16666666666666666,34,0.005408062930186824,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1943,missing,True,y,18.0,14.0,18.0,2.0,13.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1968,missing,True,y,18.0,16.0,18.0,0.0,15.0,18.0,1.0,False,0.0973451327434,0.0,0,0,0,0.06060606060606061,0.18181818181818182,0.0,31,0.004558862965942612,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1969,missing,True,y,18.0,14.0,18.0,0.0,15.0,18.0,1.0,False,0.0,0.185840707965,0,0,0,0.05405405405405406,0.0,0.16666666666666666,35,0.007653671370485529,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1970,missing,True,y,18.0,14.0,18.0,2.0,15.0,18.0,1.0,False,0.0,0.154867256637,0,0,0,0.027777777777777776,0.0,0.08333333333333333,35,0.004178957718780728,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
1971,missing,True,y,18.0,16.0,18.0,2.0,15.0,18.0,1.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2000,missing,True,y,18.0,18.0,18.0,0.0,17.0,18.0,1.0,False,0.00442477876106,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2001,missing,True,y,18.0,16.0,18.0,0.0,17.0,18.0,1.0,False,0.0,0.216814159292,0,0,0,0.08333333333333333,0.0,0.25,33,0.011307767944936086,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2002,missing,True,y,18.0,16.0,18.0,2.0,17.0,18.0,1.0,False,0.0,0.20796460177,0,0,0,0.05555555555555555,0.0,0.16666666666666666,34,0.009095378564405114,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2003,missing,True,y,18.0,18.0,18.0,2.0,17.0,18.0,1.0,False,0.0265486725664,0.0,0,0,0,0.0,0.0,0.0,32,0.0005530973451327434,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2251,missing,False,y,18.0,0.0,3.0,3.0,1.0,2.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2289,missing,False,y,18.0,4.0,4.0,2.0,4.0,3.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2303,missing,False,y,18.0,5.0,2.0,3.0,5.0,3.0,2.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
2359,missing,False,y,18.0,10.0,4.0,2.0,11.0,3.0,2.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3256,missing,False,y,18.0,11.0,10.0,3.0,12.0,11.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3779,missing,True,y,18.0,0.0,18.0,2.0,1.0,17.0,2.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3781,missing,True,y,18.0,0.0,18.0,2.0,0.0,17.0,3.0,False,0.0,0.0353982300885,0,1358,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3788,missing,True,y,18.0,2.0,18.0,2.0,1.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3789,missing,True,y,18.0,0.0,18.0,2.0,1.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3790,missing,True,y,18.0,0.0,18.0,4.0,1.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3791,missing,True,y,18.0,2.0,18.0,4.0,1.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3816,missing,True,y,18.0,4.0,18.0,2.0,3.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3817,missing,True,y,18.0,2.0,18.0,2.0,3.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3818,missing,True,y,18.0,2.0,18.0,4.0,3.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3819,missing,True,y,18.0,4.0,18.0,4.0,3.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3844,missing,True,y,18.0,6.0,18.0,2.0,5.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3845,missing,True,y,18.0,4.0,18.0,2.0,5.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3846,missing,True,y,18.0,4.0,18.0,4.0,5.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3847,missing,True,y,18.0,6.0,18.0,4.0,5.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3872,missing,True,y,18.0,8.0,18.0,2.0,7.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3873,missing,True,y,18.0,6.0,18.0,2.0,7.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3874,missing,True,y,18.0,6.0,18.0,4.0,7.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3875,missing,True,y,18.0,8.0,18.0,4.0,7.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3900,missing,True,y,18.0,10.0,18.0,2.0,9.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3901,missing,True,y,18.0,8.0,18.0,2.0,9.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3902,missing,True,y,18.0,8.0,18.0,4.0,9.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3903,missing,True,y,18.0,10.0,18.0,4.0,9.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3928,missing,True,y,18.0,12.0,18.0,2.0,11.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3929,missing,True,y,18.0,10.0,18.0,2.0,11.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3930,missing,True,y,18.0,10.0,18.0,4.0,11.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3931,missing,True,y,18.0,12.0,18.0,4.0,11.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3956,missing,True,y,18.0,14.0,18.0,2.0,13.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3957,missing,True,y,18.0,12.0,18.0,2.0,13.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3958,missing,True,y,18.0,12.0,18.0,4.0,13.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3959,missing,True,y,18.0,14.0,18.0,4.0,13.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3984,missing,True,y,18.0,16.0,18.0,2.0,15.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3985,missing,True,y,18.0,14.0,18.0,2.0,15.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3986,missing,True,y,18.0,14.0,18.0,4.0,15.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
3987,missing,True,y,18.0,16.0,18.0,4.0,15.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4016,missing,True,y,18.0,18.0,18.0,2.0,17.0,18.0,3.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4017,missing,True,y,18.0,16.0,18.0,2.0,17.0,18.0,3.0,False,0.0,0.154867256637,0,0,0,0.05555555555555555,0.0,0.16666666666666666,34,0.007128810226155359,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4018,missing,True,y,18.0,16.0,18.0,4.0,17.0,18.0,3.0,False,0.0,0.188790560472,0,0,0,0.08108108108108109,0.0,0.25,34,0.010284620904089931,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4019,missing,True,y,18.0,18.0,18.0,4.0,17.0,18.0,3.0,False,0.0221238938053,0.0,0,0,0,0.0,0.0,0.0,32,0.0002765486725663717,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4101,missing,False,y,18.0,5.0,0.0,5.0,5.0,1.0,6.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4495,missing,False,y,18.0,1.0,6.0,5.0,1.0,5.0,4.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4661,missing,False,y,18.0,15.0,4.0,5.0,15.0,5.0,6.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4747,missing,False,y,18.0,4.0,6.0,6.0,4.0,7.0,5.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4752,missing,False,y,18.0,4.0,7.0,5.0,5.0,7.0,6.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
4931,missing,False,y,18.0,1.0,8.0,5.0,1.0,9.0,4.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
5066,missing,False,y,18.0,12.0,8.0,6.0,13.0,8.0,5.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
5223,missing,False,y,18.0,7.0,10.0,5.0,7.0,11.0,4.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
5621,missing,False,y,18.0,6.0,14.0,4.0,5.0,15.0,4.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
5804,missing,True,y,18.0,2.0,18.0,4.0,1.0,18.0,5.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
5805,missing,True,y,18.0,0.0,18.0,4.0,1.0,18.0,5.0,False,0.0,0.0,0,0,0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,False,primary_disconnected|central_present_slice_fraction_at_most_10_percent
