strut_id,junction0_id,junction1_id,length_voxels,corridor_radius_voxels,cuboid_half_width_voxels,axial_padding_fraction_total,corridor_foreground_fraction,minimum_foreground_fraction,median_foreground_fraction,maximum_foreground_fraction,maximum_axial_gap_samples,maximum_axial_gap_fraction,endpoint0_support_fraction,endpoint1_support_fraction,a_collar_foreground_fraction,b_collar_foreground_fraction,interior_component_count,largest_component_fraction,same_material_component_connects_a_to_b,same_component_connects_collar_a_to_b,shared_component_voxel_count_in_corridor,endpoint0_to_collar_component_voxel_count_in_corridor,endpoint1_to_collar_component_voxel_count_in_corridor,both_endpoint_segments_observed,junction_masked_collar_shared_component_voxel_count_in_corridor,edt_radius_median_voxels,centerline_curvature_rms_voxels,roi_in_bounds_fraction,roi_valid
12,10,8,53.287855154,6,8,0.2,0.484151246983,0.265486725664,0.309734513274,0.353982300885,0,0,0.991150442478,0.991150442478,0.33185840708,0.380530973451,1,1,true,true,4184,4184,4184,true,2857,3,0.337212918687,1,true
13,10,9,53.079728008,6,8,0.2,0.539983909895,0.29203539823,0.362831858407,0.548672566372,0,0,0.967551622419,1,0.309734513274,0.561946902655,1,1,true,true,4548,4548,4548,true,3204,3,0.334586367314,1,true
14,10,13,53.9968488783,6,8,0.2,0.375703942076,0.150442477876,0.176991150442,0.203539823009,0,0,0.985250737463,1,0.176991150442,0.16814159292,1,1,true,true,3542,3542,3542,true,2183,2,0.532229919064,1,true
15,10,12,52.5773198395,6,8,0.2,0.425434283841,0.185840707965,0.247787610619,0.29203539823,0,0,0.979351032448,0.949852507375,0.265486725664,0.29203539823,1,1,true,true,3712,3712,3712,true,2444,2.82842712475,0.838784259382,1,true
16,11,9,55.3565796205,6,8,0.2,0.575221238938,0.300884955752,0.389380530973,0.557522123894,0,0,1,1,0.358407079646,0.570796460177,1,1,true,true,5031,5031,5031,true,3553,3.16227766017,0.36361667073,1,true
17,11,13,55.3565796205,6,8,0.2,0.493401645707,0.230088495575,0.274336283186,0.327433628319,0,0,0.997050147493,1,0.300884955752,0.367256637168,1,1,true,true,4504,4504,4504,true,3026,3,0.487658894377,1,true
18,11,8,54.7382480162,6,8,0.2,0.538874841972,0.283185840708,0.37610619469,0.41592920354,0,0,1,0.994100294985,0.418879056047,0.371681415929,1,1,true,true,4735,4735,4735,true,3258,3,0.607368177856,1,true
19,12,9,53.8298609899,6,8,0.2,0.467095736122,0.230088495575,0.274336283186,0.442477876106,0,0,1,1,0.230088495575,0.451327433628,1,1,true,true,4144,4144,4144,true,2751,2.82842712475,0.570404215748,1,true
20,12,11,54.2986084345,6,8,0.2,0.372787610619,0.115044247788,0.159292035398,0.230088495575,0,0,1,0.997050147493,0.156342182891,0.23598820059,1,1,true,true,3581,3581,3581,true,2207,2,0.529631053774,1,true
21,12,8,54.7898540371,6,8,0.2,0.410082174463,0.115044247788,0.221238938053,0.247787610619,0,0,0.949852507375,1,0.241887905605,0.203539823009,1,1,true,true,3854,3854,3854,true,2443,2.82842712475,0.186478566445,1,true
22,13,8,55.4011215736,6,8,0.2,0.467163483931,0.230088495575,0.256637168142,0.300884955752,0,0,1,1,0.287610619469,0.247787610619,1,1,true,true,4329,4329,4329,true,2857,2.82842712475,0.398796137533,1,true
23,13,9,55.3565796205,6,8,0.2,0.499456606117,0.256637168142,0.283185840708,0.309734513274,0,0,1,1,0.340707964602,0.300884955752,1,1,true,true,4533,4533,4533,true,3065,2.82842712475,0.278667706853,1,true
24,14,23,54.7966880859,6,8,0.2,0.79092920354,0.646017699115,0.694690265487,0.920353982301,0,0,1,1,0.666666666667,0.902654867257,1,1,true,true,6326,6326,6326,true,4853,4.06155281281,0.540743161837,1,true
25,15,23,55.3565796205,6,8,0.2,0.977177456917,0.858407079646,0.991150442478,1,0,0,1,1,0.951327433628,1,1,1,true,true,7612,7612,7612,true,6142,6,0.17899332109,1,true
26,16,23,55.3565796205,6,8,0.2,0.973606582829,0.867256637168,0.982300884956,1,0,0,1,1,1,0.862831858407,1,1,true,true,7627,7627,7627,true,6119,5.38516480713,0.222832946512,1,true
27,17,23,55.3565796205,6,8,0.2,0.99968948921,0.991150442478,1,1,0,0,1,1,1,1,1,1,true,true,7795,7795,7795,true,6287,6.0827625303,0.00925244571037,1,true
28,14,24,54.7004234647,6,8,0.2,0.514538558786,0.274336283186,0.300884955752,0.362831858407,0,0,1,1,0.368731563422,0.362831858407,1,1,true,true,4555,4555,4555,true,3104,2.82842712475,0.362399583551,1,true
29,17,24,55.4094943417,6,8,0.2,0.55317497283,0.265486725664,0.318584070796,0.566371681416,0,0,1,1,0.588495575221,0.287610619469,1,1,true,true,4901,4901,4901,true,3411,2.82842712475,0.665968376177,1,true
30,18,24,56.0763281519,6,8,0.2,0.447665547757,0.221238938053,0.238938053097,0.265486725664,0,0,1,1,0.252212389381,0.234513274336,1,1,true,true,4207,4207,4207,true,2782,2.82842712475,0.207150427831,1,true
31,19,24,54.3329512359,6,8,0.2,0.448798988622,0.212389380531,0.265486725664,0.318584070796,0,0,0.994100294985,1,0.221238938053,0.318584070796,1,1,true,true,4126,4126,4126,true,2688,2.82842712475,0.176370969919,1,true
32,14,26,55.4582501954,6,8,0.2,0.545101692284,0.300884955752,0.371681415929,0.495575221239,0,0,0.997050147493,1,0.446902654867,0.33185840708,1,1,true,true,4816,4816,4816,true,3359,3,0.583659603093,1,true
33,15,26,54.9520959951,6,8,0.2,0.567477876106,0.29203539823,0.371681415929,0.58407079646,0,0,0.997050147493,1,0.610619469027,0.339233038348,1,1,true,true,4893,4893,4893,true,3439,2.82842712475,0.37296805656,1,true
34,19,26,55.1226442281,6,8,0.2,0.479118149356,0.274336283186,0.309734513274,0.389380530973,0,0,0.991150442478,1,0.323008849558,0.380530973451,1,1,true,true,4343,4343,4343,true,2934,2.82842712475,0.4855220895,1,true
35,20,26,55.1672860892,6,8,0.2,0.478186616985,0.221238938053,0.309734513274,0.380530973451,0,0,0.991150442478,1,0.367256637168,0.37610619469,1,1,true,true,4332,4332,4332,true,2928,3,0.503827472883,1,true
36,24,22,55.7005411337,6,8,0.2,0.523831703152,0.300884955752,0.362831858407,0.398230088496,0,0,1,1,0.384955752212,0.384955752212,1,1,true,true,4655,4655,4655,true,3222,3,0.223458791155,1,true
37,24,23,55.0291537895,6,8,0.2,0.648501785437,0.309734513274,0.513274336283,0.70796460177,0,0,1,1,0.371681415929,0.712389380531,1,1,true,true,5503,5503,5503,true,4025,3.60555127546,0.468725872037,1,true
38,24,27,55.7484624167,6,8,0.2,0.387672721627,0.0973451327434,0.159292035398,0.185840707965,1,0.030303030303,0.997050147493,1,0.163716814159,0.119469026549,1,1,true,true,3836,3836,3836,true,2345,2,0.304344730481,1,true
39,24,26,54.3340744152,6,8,0.2,0.497313527181,0.230088495575,0.287610619469,0.424778761062,0,0,0.991150442478,0.997050147493,0.439528023599,0.250737463127,1,1,true,true,4453,4453,4453,true,2995,3,0.35382484646,1,true
40,25,23,55.3565796205,6,8,0.2,0.658748641515,0.398230088496,0.46017699115,0.769911504425,0,0,1,1,0.473451327434,0.774336283186,1,1,true,true,5558,5558,5558,true,4091,3.60555127546,0.846863253267,1,true
41,25,27,55.3565796205,6,8,0.2,0.487191429902,0.230088495575,0.256637168142,0.300884955752,0,0,1,1,0.309734513274,0.287610619469,1,1,true,true,4478,4478,4478,true,2986,2.82842712475,0.167484994973,1,true
42,25,22,55.3565796205,6,8,0.2,0.416394969725,0.070796460177,0.247787610619,0.371681415929,9,0.272727272727,1,1,0.367256637168,0.0973451327434,1,1,true,true,3980,3980,3980,true,2530,2.82842712475,0.435510929343,1,true
43,26,23,54.2907356442,6,8,0.2,0.555467762326,0.247787610619,0.349557522124,0.610619469027,0,0,1,1,0.280235988201,0.613569321534,1,1,true,true,4822,4822,4822,true,3363,3,0.476312311853,1,true
44,26,25,54.7471734737,6,8,0.2,0.413716814159,0.141592920354,0.185840707965,0.230088495575,0,0,0.997050147493,1,0.194690265487,0.230088495575,1,1,true,true,3936,3936,3936,true,2466,2.2360679775,0.250353675853,1,true
45,26,22,55.1638448008,6,8,0.2,0.45319049837,0.203539823009,0.238938053097,0.283185840708,0,0,1,0.994100294985,0.247787610619,0.287610619469,1,1,true,true,4181,4181,4181,true,2767,2.82842712475,0.11956617673,1,true
46,27,22,55.3565796205,6,8,0.2,0.468871293277,0.238938053097,0.274336283186,0.327433628319,0,0,1,1,0.287610619469,0.252212389381,1,1,true,true,4335,4335,4335,true,2868,2.82842712475,0.173534538528,1,true
47,27,23,55.3565796205,6,8,0.2,0.588107436733,0.265486725664,0.345132743363,0.699115044248,0,0,1,1,0.358407079646,0.716814159292,1,1,true,true,5127,5127,5127,true,3636,2.82842712475,0.495310684558,1,true
48,28,37,55.3565796205,6,8,0.2,0.888837137091,0.699115044248,0.867256637168,0.991150442478,0,0,1,1,0.690265486726,0.995575221239,1,1,true,true,7034,7034,7034,true,5573,5,0.120431007606,1,true
49,29,37,55.3565796205,6,8,0.2,0.989132122341,0.920353982301,0.991150442478,1,0,0,1,1,0.942477876106,1,1,1,true,true,7689,7689,7689,true,6219,6,0.135618043382,1,true
50,30,37,55.3565796205,6,8,0.2,0.998757956839,0.982300884956,1,1,0,0,1,1,1,0.977876106195,1,1,true,true,7789,7789,7789,true,6281,6.0827625303,0.0533133355999,1,true
51,31,37,55.3565796205,6,8,0.2,1,1,1,1,0,0,1,1,1,1,1,1,true,true,7797,7797,7797,true,6289,6.0827625303,0,1,true
52,28,38,55.3565796205,6,8,0.2,0.582052476324,0.265486725664,0.362831858407,0.566371681416,0,0,1,1,0.597345132743,0.37610619469,1,1,true,true,5014,5014,5014,true,3597,3,0.384696391957,1,true
53,31,38,55.3565796205,6,8,0.2,0.653780468871,0.309734513274,0.451327433628,0.752212389381,0,0,1,1,0.769911504425,0.33185840708,1,1,true,true,5539,5539,5539,true,4059,3.16227766017,0.336422488904,1,true
54,32,38,55.3565796205,6,8,0.2,0.440304300574,0.203539823009,0.230088495575,0.283185840708,0,0,1,1,0.243362831858,0.243362831858,1,1,true,true,4165,4165,4165,true,2684,2.82842712475,0.305842757582,1,true
55,33,38,55.3565796205,6,8,0.2,0.445582984009,0.203539823009,0.265486725664,0.300884955752,0,0,1,1,0.212389380531,0.287610619469,1,1,true,true,4053,4053,4053,true,2718,2.82842712475,0.224992705931,1,true
56,28,40,54.7445758356,6,8,0.2,0.592920353982,0.353982300885,0.398230088496,0.663716814159,0,0,1,1,0.65191740413,0.398230088496,1,1,true,true,5056,5056,5056,true,3600,3.60555127546,0.590801145339,1,true
57,29,40,55.05958109,6,8,0.2,0.635460332247,0.362831858407,0.486725663717,0.637168141593,0,0,0.991150442478,1,0.676991150442,0.464601769912,1,1,true,true,5402,5402,5402,true,3941,3.60555127546,0.664268920475,1,true
58,33,40,55.6745619989,6,8,0.2,0.40412979351,0.0530973451327,0.203539823009,0.336283185841,5,0.151515151515,0.985250737463,1,0.283185840708,0.336283185841,1,1,true,true,3803,3803,3803,true,2451,2.2360679775,1.52027266881,1,true
59,34,40,55.2129098567,6,8,0.2,0.477255084614,0.230088495575,0.318584070796,0.389380530973,0,0,0.991150442478,1,0.367256637168,0.37610619469,1,1,true,true,4318,4318,4318,true,2922,3,0.425178018527,1,true
60,38,36,55.3565796205,6,8,0.2,0.526005278683,0.327433628319,0.371681415929,0.389380530973,0,0,1,1,0.371681415929,0.389380530973,1,1,true,true,4675,4675,4675,true,3236,3,0.219449164499,1,true
61,38,37,55.3565796205,6,8,0.2,0.683278993945,0.433628318584,0.495575221239,0.743362831858,0,0,1,1,0.446902654867,0.769911504425,1,1,true,true,5726,5726,5726,true,4249,3.60555127546,0.809258738728,1,true
62,38,41,55.3565796205,6,8,0.2,0.408011178388,0.141592920354,0.16814159292,0.203539823009,0,0,1,0.997050147493,0.203539823009,0.190265486726,1,1,true,true,3968,3968,3968,true,2476,2,0.132146035484,1,true
63,38,40,54.5828889872,6,8,0.2,0.479614412137,0.238938053097,0.265486725664,0.29203539823,0,0,1,1,0.333333333333,0.29203539823,1,1,true,true,4348,4348,4348,true,2883,2.82842712475,0.176012068475,1,true
64,39,37,55.3565796205,6,8,0.2,0.742741810278,0.407079646018,0.575221238938,0.920353982301,0,0,1,1,0.477876106195,0.933628318584,1,1,true,true,6094,6094,6094,true,4632,4,0.597540557791,1,true
65,39,41,55.3565796205,6,8,0.2,0.487967706878,0.212389380531,0.265486725664,0.353982300885,0,0,0.997050147493,1,0.269911504425,0.323008849558,1,1,true,true,4483,4483,4483,true,2991,2.82842712475,0.24891886669,1,true
66,39,36,55.3565796205,6,8,0.2,0.492935879522,0.247787610619,0.318584070796,0.389380530973,0,0,1,1,0.336283185841,0.336283185841,1,1,true,true,4476,4476,4476,true,3023,3,0.315751415479,1,true
67,40,37,54.2700845605,6,8,0.2,0.610145385588,0.274336283186,0.451327433628,0.654867256637,0,0,1,1,0.286135693215,0.719764011799,1,1,true,true,5173,5173,5173,true,3709,3.16227766017,0.350660629962,1,true
68,40,39,54.8988219962,6,8,0.2,0.422092288243,0.159292035398,0.212389380531,0.274336283186,0,0,1,0.991150442478,0.17994100295,0.209439528024,1,1,true,true,3970,3970,3970,true,2519,2.2360679775,0.46381919841,1,true
69,40,36,55.2080641623,6,8,0.2,0.443564663872,0.212389380531,0.247787610619,0.283185840708,0,0,0.997050147493,1,0.230088495575,0.265486725664,1,1,true,true,4113,4113,4113,true,2705,2.82842712475,0.181397958812,1,true
70,41,36,55.3565796205,6,8,0.2,0.453966775345,0.221238938053,0.247787610619,0.309734513274,0,0,1,1,0.256637168142,0.221238938053,1,1,true,true,4241,4241,4241,true,2772,2.82842712475,0.213897743014,1,true
71,41,37,55.3565796205,6,8,0.2,0.681105418413,0.318584070796,0.41592920354,0.946902654867,0,0,1,1,0.393805309735,0.955752212389,1,1,true,true,5728,5728,5728,true,4235,3.16227766017,0.554309921066,1,true
72,42,51,55.3565796205,6,8,0.2,0.954510169228,0.805309734513,0.955752212389,1,0,0,1,1,0.796460176991,1,1,1,true,true,7468,7468,7468,true,5996,5.09901951359,0.265166323436,1,true
73,43,51,55.3565796205,6,8,0.2,0.988355845366,0.893805309735,1,1,0,0,1,1,0.991150442478,1,1,1,true,true,7713,7713,7713,true,6214,6.0827625303,0.136329491765,1,true
74,44,51,55.3565796205,6,8,0.2,1,1,1,1,0,0,1,1,1,1,1,1,true,true,7797,7797,7797,true,6289,6.0827625303,0,1,true
75,45,51,55.3565796205,6,8,0.2,1,1,1,1,0,0,1,1,1,1,1,1,true,true,7797,7797,7797,true,6289,6.0827625303,0,1,true
76,42,52,55.3565796205,6,8,0.2,0.641360037261,0.318584070796,0.477876106195,0.654867256637,0,0,1,1,0.663716814159,0.389380530973,1,1,true,true,5398,5398,5398,true,3979,3.60555127546,0.390800583666,1,true
77,45,52,55.3565796205,6,8,0.2,0.691507529887,0.336283185841,0.504424778761,0.893805309735,0,0,1,1,0.924778761062,0.349557522124,1,1,true,true,5780,5780,5780,true,4302,3.60555127546,0.635760446858,1,true
78,46,52,55.3565796205,6,8,0.2,0.440304300574,0.185840707965,0.238938053097,0.283185840708,0,0,0.997050147493,1,0.269911504425,0.234513274336,1,1,true,true,4164,4164,4164,true,2684,2.82842712475,0.312067561722,1,true
79,47,52,54.214339716,6,8,0.2,0.442635903919,0.230088495575,0.256637168142,0.300884955752,0,0,0.994100294985,1,0.238938053097,0.306784660767,1,1,true,true,4061,4061,4061,true,2649,2.82842712475,0.300833342671,1,true
80,42,54,54.7119534122,6,8,0.2,0.660398230088,0.353982300885,0.486725663717,0.840707964602,0,0,0.991150442478,1,0.840707964602,0.40412979351,1,1,true,true,5486,5486,5486,true,4027,4,0.64323773643,1,true
81,43,54,55.1696037225,6,8,0.2,0.519795062878,0.0442477876106,0.283185840708,0.672566371681,6,0.181818181818,1,1,0.721238938053,0.300884955752,1,1,true,true,4657,4657,4657,true,3196,2.82842712475,1.611042134,1,true
82,47,54,55.1785876048,6,8,0.2,0.497593541376,0.29203539823,0.345132743363,0.407079646018,0,0,0.991150442478,1,0.349557522124,0.393805309735,1,1,true,true,4442,4442,4442,true,3053,3,0.315075838199,1,true
83,48,54,55.1676703808,6,8,0.2,0.455208818506,0.212389380531,0.265486725664,0.353982300885,0,0,0.991150442478,1,0.305309734513,0.318584070796,1,1,true,true,4167,4167,4167,true,2780,3,0.553830828141,1,true
84,52,50,55.3565796205,6,8,0.2,0.537959944108,0.327433628319,0.353982300885,0.469026548673,0,0,1,1,0.433628318584,0.41592920354,1,1,true,true,4739,4739,4739,true,3313,3,0.537908522088,1,true
85,52,51,55.3565796205,6,8,0.2,0.734979040522,0.477876106195,0.548672566372,0.911504424779,0,0,1,1,0.513274336283,0.929203539823,1,1,true,true,6056,6056,6056,true,4582,4,0.831962334368,1,true
86,52,55,55.3565796205,6,8,0.2,0.421518397764,0.159292035398,0.185840707965,0.256637168142,0,0,0.997050147493,1,0.256637168142,0.185840707965,1,1,true,true,4039,4039,4039,true,2563,2.2360679775,0.381136862563,1,true
87,52,54,54.4862584462,6,8,0.2,0.476611883692,0.238938053097,0.274336283186,0.309734513274,0,0,0.991150442478,1,0.306784660767,0.29203539823,1,1,true,true,4324,4324,4324,true,2864,2.82842712475,0.218057941854,1,true
88,53,51,55.3565796205,6,8,0.2,0.789007918025,0.495575221239,0.592920353982,0.982300884956,0,0,1,1,0.58407079646,0.986725663717,1,1,true,true,6380,6380,6380,true,4930,4,0.576359712644,1,true
89,53,55,55.3565796205,6,8,0.2,0.475392019873,0.230088495575,0.247787610619,0.29203539823,0,0,1,1,0.283185840708,0.278761061947,1,1,true,true,4387,4387,4387,true,2910,2.82842712475,0.141723150194,1,true
90,53,50,55.3565796205,6,8,0.2,0.444340940848,0.070796460177,0.274336283186,0.398230088496,4,0.121212121212,1,1,0.336283185841,0.323008849558,1,1,true,true,4152,4152,4152,true,2710,2.82842712475,1.59602484685,1,true
91,54,51,54.2842613818,6,8,0.2,0.622155499368,0.300884955752,0.442477876106,0.87610619469,0,0,1,1,0.306784660767,0.849557522124,1,1,true,true,5242,5242,5242,true,3785,3.60555127546,0.965518122221,1,true
92,54,53,54.9457886301,6,8,0.2,0.440739570164,0.16814159292,0.238938053097,0.265486725664,0,0,1,0.994100294985,0.241887905605,0.262536873156,1,1,true,true,4079,4079,4079,true,2637,2.82842712475,0.522395037524,1,true
93,54,50,55.1453625782,6,8,0.2,0.429281167521,0.194690265487,0.212389380531,0.247787610619,0,0,0.997050147493,0.991150442478,0.194690265487,0.225663716814,1,1,true,true,4014,4014,4014,true,2613,2.2360679775,0.341600897431,1,true
94,55,50,55.3565796205,6,8,0.2,0.441701599131,0.203539823009,0.247787610619,0.274336283186,0,0,1,0.997050147493,0.261061946903,0.221238938053,1,1,true,true,4161,4161,4161,true,2693,2.82842712475,0.156662253048,1,true
95,55,51,55.3565796205,6,8,0.2,0.719298245614,0.318584070796,0.477876106195,0.991150442478,0,0,1,1,0.37610619469,0.986725663717,1,1,true,true,5961,5961,5961,true,4481,3.60555127546,0.490287401827,1,true
96,56,65,55.3565796205,6,8,0.2,0.980127309424,0.87610619469,0.991150442478,1,0,0,1,1,0.880530973451,1,1,1,true,true,7662,7662,7662,true,6161,6,0.238442539503,1,true
97,57,65,55.3565796205,6,8,0.2,0.98695854681,0.884955752212,1,1,0,0,1,1,0.933628318584,1,1,1,true,true,7684,7684,7684,true,6205,6.0827625303,0.183444059414,1,true
98,58,65,55.3565796205,6,8,0.2,1,1,1,1,0,0,1,1,1,1,1,1,true,true,7797,7797,7797,true,6289,6.0827625303,0,1,true
99,59,65,55.3565796205,6,8,0.2,1,1,1,1,0,0,1,1,1,1,1,1,true,true,7797,7797,7797,true,6289,6.0827625303,0,1,true
100,56,66,55.3565796205,6,8,0.2,0.657506598354,0.300884955752,0.504424778761,0.663716814159,0,0,1,1,0.646017699115,0.420353982301,1,1,true,true,5535,5535,5535,true,4083,3.60555127546,0.319486812573,1,true
101,59,66,55.3565796205,6,8,0.2,0.713864306785,0.345132743363,0.548672566372,0.964601769912,0,0,1,1,0.977876106195,0.37610619469,1,1,true,true,5925,5925,5925,true,4446,4,0.723139306942,1,true
102,60,66,55.3565796205,6,8,0.2,0.437043937277,0.194690265487,0.221238938053,0.265486725664,0,0,0.994100294985,1,0.252212389381,0.238938053097,1,1,true,true,4124,4124,4124,true,2663,2.82842712475,0.238278532613,1,true
103,61,66,54.0634603521,6,8,0.2,0.438685208597,0.203539823009,0.256637168142,0.300884955752,0,0,1,1,0.215339233038,0.309734513274,1,1,true,true,4057,4057,4057,true,2624,2.82842712475,0.258564960164,1,true
104,56,68,54.3692019381,6,8,0.2,0.634481668774,0.353982300885,0.486725663717,0.628318584071,0,0,1,0.994100294985,0.681415929204,0.383480825959,1,1,true,true,5306,5306,5306,true,3863,4,0.164984203989,1,true
105,57,68,55.2714991182,6,8,0.2,0.617761217202,0.283185840708,0.513274336283,0.814159292035,0,0,0.994100294985,0.994100294985,0.818584070796,0.323008849558,1,1,true,true,5278,5278,5278,true,3827,4,1.17866076611,1,true
106,61,68,55.1802008476,6,8,0.2,0.434559850955,0.194690265487,0.247787610619,0.336283185841,0,0,0.991150442478,0.997050147493,0.287610619469,0.314159292035,1,1,true,true,4036,4036,4036,true,2647,2.82842712475,0.491228589056,1,true
107,62,68,56.3481298132,6,8,0.2,0.464601769912,0.256637168142,0.309734513274,0.345132743363,0,0,0.994100294985,1,0.296460176991,0.318584070796,1,1,true,true,4173,4173,4173,true,2893,3,0.388989688017,1,true
108,66,64,54.7303180667,6,8,0.2,0.501738305942,0.265486725664,0.336283185841,0.380530973451,0,0,0.997050147493,1,0.374631268437,0.380530973451,1,1,true,true,4477,4477,4477,true,3023,3,0.331578565171,1,true
109,66,65,55.3565796205,6,8,0.2,0.687781400404,0.318584070796,0.46017699115,0.973451327434,0,0,1,1,0.37610619469,0.982300884956,1,1,true,true,5762,5762,5762,true,4278,3.60555127546,1.08397916358,1,true
110,66,69,54.6779106235,6,8,0.2,0.425884955752,0.16814159292,0.216814159292,0.283185840708,0,0,1,1,0.197640117994,0.209439528024,1,1,true,true,4020,4020,4020,true,2543,2.2360679775,0.324236939465,1,true
111,66,68,54.5823743257,6,8,0.2,0.457332490518,0.230088495575,0.247787610619,0.300884955752,0,0,1,0.997050147493,0.280235988201,0.274336283186,1,1,true,true,4189,4189,4189,true,2742,2.82842712475,0.424720874207,1,true
112,67,65,55.3565796205,6,8,0.2,0.802980903586,0.504424778761,0.663716814159,0.991150442478,0,0,1,1,0.58407079646,0.995575221239,1,1,true,true,6463,6463,6463,true,5020,4.12310562562,0.681738643652,1,true
113,67,69,55.4733381606,6,8,0.2,0.458624437199,0.176991150442,0.230088495575,0.274336283186,0,0,1,1,0.247787610619,0.261061946903,1,1,true,true,4278,4278,4278,true,2802,2.82842712475,0.280499839928,1,true
114,67,64,55.3151116564,6,8,0.2,0.47197640118,0.194690265487,0.274336283186,0.407079646018,0,0,1,1,0.411504424779,0.278761061947,1,1,true,true,4344,4344,4344,true,2888,2.82842712475,0.739036635463,1,true
115,68,65,54.4849821087,6,8,0.2,0.629266750948,0.309734513274,0.433628318584,0.929203539823,0,0,1,1,0.300884955752,0.914454277286,1,1,true,true,5276,5276,5276,true,3830,3.16227766017,1.00685689423,1,true
116,68,67,55.4812047672,6,8,0.2,0.440149045179,0.185840707965,0.247787610619,0.274336283186,0,0,0.997050147493,1,0.225663716814,0.256637168142,1,1,true,true,4122,4122,4122,true,2683,2.82842712475,0.207962377525,1,true
117,68,64,54.9122715406,6,8,0.2,0.393331226296,0.159292035398,0.194690265487,0.221238938053,0,0,0.997050147493,1,0.176991150442,0.206489675516,1,1,true,true,3764,3764,3764,true,2337,2.2360679775,0.346377119115,1,true
118,69,64,55.3542992003,6,8,0.2,0.418879056047,0.159292035398,0.194690265487,0.247787610619,0,0,0.997050147493,1,0.230088495575,0.238938053097,1,1,true,true,4019,4019,4019,true,2546,2.2360679775,0.275184275362,1,true
119,69,65,54.778770008,6,8,0.2,0.741624525917,0.283185840708,0.53982300885,1,0,0,0.994100294985,1,0.374631268437,1,1,1,true,true,6026,6026,6026,true,4541,3.60555127546,0.336201843907,1,true
